controle_id,lote_producao_id,data_inspecao,inspetor_id,unidades_aprovadas,unidades_rejeitadas,motivo_rejeicao
557,24,2016-07-10,7,995,4,falha_eletrica
558,95,2016-07-11,5,864,14,empacotamento_inadequado
559,25,2016-07-12,6,990,8,falha_superficie
560,1,2016-07-13,1,911,13,cor_incorreta
561,34,2016-07-14,9,882,28,empacotamento_inadequado
562,40,2016-07-15,4,971,12,falha_superficie
563,58,2016-07-16,9,942,12,falha_superficie
564,19,2016-07-17,6,990,20,furo_incompleto
565,82,2016-07-18,3,863,6,falha_superficie
566,44,2016-07-19,8,955,10,cor_incorreta
567,88,2016-07-20,5,957,23,furo_incompleto
568,30,2016-07-21,6,862,8,furo_incompleto
569,50,2016-07-22,7,856,10,cor_incorreta
570,81,2016-07-23,2,955,19,furo_incompleto
571,93,2016-07-24,9,952,22,cor_incorreta
572,45,2016-07-25,4,820,7,empacotamento_inadequado
573,1,2016-07-26,9,869,24,furo_incompleto
574,14,2016-07-27,1,921,20,furo_incompleto
575,87,2016-07-28,9,886,15,dimensao_fora
576,14,2016-07-29,2,917,5,furo_incompleto
577,71,2016-07-30,4,987,9,furo_incompleto
578,66,2016-07-31,3,923,25,solda_fraca
579,59,2016-08-01,8,952,23,furo_incompleto
580,46,2016-08-02,5,807,16,falha_eletrica
581,23,2016-08-03,4,880,10,furo_incompleto
582,39,2016-08-04,9,965,22,bolhas_material
583,34,2016-08-05,9,813,9,dimensao_fora
584,55,2016-08-06,3,944,17,bolhas_material
585,93,2016-08-07,1,824,14,solda_fraca
586,89,2016-08-08,4,900,11,cor_incorreta
587,91,2016-08-09,4,914,3,solda_fraca
588,18,2016-08-10,9,897,22,furo_incompleto
589,12,2016-08-11,3,906,6,falha_superficie
590,13,2016-08-12,6,854,6,falha_superficie
591,62,2016-08-13,3,843,26,solda_fraca
592,20,2016-08-14,4,855,27,falha_eletrica
593,23,2016-08-15,3,848,21,cor_incorreta
594,77,2016-08-16,2,972,9,solda_fraca
595,37,2016-08-17,6,985,20,falha_superficie
596,67,2016-08-18,1,839,14,falha_eletrica
597,42,2016-08-19,5,897,13,empacotamento_inadequado
598,60,2016-08-20,5,831,11,dimensao_fora
599,24,2016-08-21,3,866,4,cor_incorreta
600,37,2016-08-22,3,900,1,cor_incorreta
601,40,2016-08-23,1,812,19,solda_fraca
602,83,2016-08-24,4,857,1,bolhas_material
603,87,2016-08-25,1,880,11,solda_fraca
604,59,2016-08-26,7,839,3,solda_fraca
605,23,2016-08-27,2,849,2,falha_superficie
606,94,2016-08-28,8,880,15,furo_incompleto
607,74,2016-08-29,1,855,17,dimensao_fora
608,85,2016-08-30,9,819,15,bolhas_material
609,78,2016-08-31,8,800,7,solda_fraca
610,63,2016-09-01,3,901,27,empacotamento_inadequado
611,40,2016-09-02,7,823,5,cor_incorreta
612,66,2016-09-03,8,833,12,falha_eletrica
613,92,2016-09-04,1,852,2,solda_fraca
614,26,2016-09-05,2,863,24,falha_eletrica
615,18,2016-09-06,4,988,22,dimensao_fora
616,81,2016-09-07,4,878,17,empacotamento_inadequado
617,55,2016-09-08,6,949,17,cor_incorreta
618,15,2016-09-09,7,976,13,dimensao_fora
619,58,2016-09-10,4,977,4,falha_superficie
620,28,2016-09-11,9,923,15,falha_superficie
621,33,2016-09-12,2,818,27,dimensao_fora
622,38,2016-09-13,4,990,24,solda_fraca
623,12,2016-09-14,4,979,12,furo_incompleto
624,46,2016-09-15,2,943,29,furo_incompleto
625,60,2016-09-16,1,875,22,solda_fraca
626,17,2016-09-17,9,955,12,solda_fraca
627,62,2016-09-18,3,906,9,dimensao_fora
628,96,2016-09-19,2,939,23,falha_superficie
629,20,2016-09-20,9,980,19,empacotamento_inadequado
630,62,2016-09-21,4,873,11,dimensao_fora
631,2,2016-09-22,2,914,12,dimensao_fora
632,84,2016-09-23,4,922,24,dimensao_fora
633,26,2016-09-24,6,990,29,solda_fraca
634,82,2016-09-25,9,888,19,furo_incompleto
635,84,2016-09-26,6,961,4,dimensao_fora
636,90,2016-09-27,8,896,7,furo_incompleto
637,40,2016-09-28,3,849,4,empacotamento_inadequado
638,52,2016-09-29,3,909,1,dimensao_fora
639,86,2016-09-30,6,963,4,dimensao_fora
640,10,2016-10-01,7,811,7,dimensao_fora
641,51,2016-10-02,1,935,17,solda_fraca
642,6,2016-10-03,8,967,20,falha_eletrica
643,43,2016-10-04,8,952,7,solda_fraca
644,10,2016-10-05,8,865,20,bolhas_material
645,19,2016-10-06,4,912,28,solda_fraca
646,76,2016-10-07,1,950,25,empacotamento_inadequado
647,27,2016-10-08,9,822,27,dimensao_fora
648,5,2016-10-09,1,962,28,bolhas_material
649,86,2016-10-10,2,937,3,solda_fraca
650,60,2016-10-11,4,989,16,furo_incompleto
651,64,2016-10-12,2,980,6,solda_fraca
652,79,2016-10-13,1,810,26,cor_incorreta
653,69,2016-10-14,8,855,23,bolhas_material
654,58,2016-10-15,5,954,18,falha_superficie
655,7,2016-10-16,8,848,2,solda_fraca
656,68,2016-10-17,9,932,26,falha_superficie
657,19,2016-10-18,4,835,25,empacotamento_inadequado
658,73,2016-10-19,5,904,14,bolhas_material
659,20,2016-10-20,2,886,5,solda_fraca
660,50,2016-10-21,1,916,18,solda_fraca
661,56,2016-10-22,9,937,1,falha_eletrica
662,3,2016-10-23,1,877,2,falha_eletrica
663,96,2016-10-24,9,943,5,furo_incompleto
664,63,2016-10-25,2,839,5,bolhas_material
665,56,2016-10-26,6,958,25,bolhas_material
666,19,2016-10-27,7,921,13,dimensao_fora
667,11,2016-10-28,4,992,27,dimensao_fora
668,74,2016-10-29,3,988,11,solda_fraca
669,36,2016-10-30,2,834,27,cor_incorreta
670,17,2016-10-31,1,866,8,dimensao_fora
671,35,2016-11-01,8,974,26,solda_fraca
672,81,2016-11-02,8,802,8,empacotamento_inadequado
673,63,2016-11-03,9,863,13,cor_incorreta
674,53,2016-11-04,4,966,17,bolhas_material
675,14,2016-11-05,2,919,14,furo_incompleto
676,55,2016-11-06,4,913,26,falha_superficie
677,55,2016-11-07,7,851,0,bolhas_material
678,90,2016-11-08,8,826,26,bolhas_material
679,26,2016-11-09,9,959,12,falha_superficie
680,23,2016-11-10,7,851,14,furo_incompleto
681,24,2016-11-11,7,899,28,furo_incompleto
682,92,2016-11-12,5,819,26,falha_superficie
683,88,2016-11-13,4,949,12,cor_incorreta
684,34,2016-11-14,2,838,2,dimensao_fora
685,72,2016-11-15,2,948,9,furo_incompleto
686,47,2016-11-16,9,886,7,bolhas_material
687,27,2016-11-17,7,934,22,empacotamento_inadequado
688,18,2016-11-18,4,864,6,empacotamento_inadequado
689,56,2016-11-19,4,959,26,bolhas_material
690,94,2016-11-20,8,900,2,solda_fraca
691,76,2016-11-21,6,937,2,falha_eletrica
692,53,2016-11-22,3,815,20,empacotamento_inadequado
693,27,2016-11-23,1,800,12,falha_eletrica
694,22,2016-11-24,7,966,25,dimensao_fora
695,63,2016-11-25,7,978,11,bolhas_material
696,55,2016-11-26,2,871,28,falha_eletrica
697,89,2016-11-27,2,855,0,dimensao_fora
698,82,2016-11-28,8,991,22,cor_incorreta
699,78,2016-11-29,4,976,10,dimensao_fora
700,94,2016-11-30,3,910,24,falha_superficie
701,69,2016-12-01,5,903,10,bolhas_material
702,55,2016-12-02,4,973,5,falha_superficie
703,86,2016-12-03,3,813,6,dimensao_fora
704,86,2016-12-04,4,904,9,bolhas_material
705,57,2016-12-05,8,834,24,falha_eletrica
706,78,2016-12-06,4,817,25,empacotamento_inadequado
707,53,2016-12-07,6,823,13,falha_superficie
708,33,2016-12-08,8,818,3,bolhas_material
709,74,2016-12-09,1,998,13,bolhas_material
710,15,2016-12-10,5,902,2,cor_incorreta
711,50,2016-12-11,1,866,13,falha_superficie
712,49,2016-12-12,5,819,27,empacotamento_inadequado
713,68,2016-12-13,1,964,28,solda_fraca
714,67,2016-12-14,7,913,1,dimensao_fora
715,61,2016-12-15,1,953,11,solda_fraca
716,73,2016-12-16,3,892,17,falha_eletrica
717,49,2016-12-17,1,950,26,falha_eletrica
718,67,2016-12-18,5,868,19,cor_incorreta
719,72,2016-12-19,1,889,2,falha_eletrica
720,95,2016-12-20,7,932,16,falha_eletrica
721,89,2016-12-21,1,881,19,empacotamento_inadequado
722,4,2016-12-22,3,942,25,cor_incorreta
723,87,2016-12-23,5,895,11,falha_superficie
724,50,2016-12-24,4,940,1,dimensao_fora
725,70,2016-12-25,3,835,16,cor_incorreta
726,44,2016-12-26,5,819,4,falha_superficie
727,21,2016-12-27,4,898,11,empacotamento_inadequado
728,60,2016-12-28,7,995,26,falha_eletrica
729,8,2016-12-29,2,987,20,bolhas_material
730,26,2016-12-30,9,864,25,falha_superficie
731,77,2016-12-31,7,869,10,falha_eletrica
732,67,2017-01-01,4,913,23,bolhas_material
