id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
7618,Scanner AOI,0.8,0.75,0.99,0.76,81.68,98.18,0.92,0.84,2017-11-14 09:00:00
7619,Calibrador Robos,0.86,0.81,0.93,0.89,91.55,110.07,0.83,0.81,2017-11-14 10:00:00
7620,Scanner AOI,0.86,0.89,0.93,0.88,86.48,112.55,0.86,0.72,2017-11-14 11:00:00
7621,Scanner AOI,0.83,0.85,0.91,0.76,78.6,99.1,0.83,0.74,2017-11-14 12:00:00
7622,Inspetor Visual Otico,0.82,0.86,0.94,0.76,89.42,110.47,0.86,0.72,2017-11-14 13:00:00
7623,Calibrador Robos,0.88,0.9,0.92,0.77,89.51,81.69,0.85,0.86,2017-11-14 14:00:00
7624,Calibrador Robos,0.9,0.9,0.94,0.82,74.41,118.51,0.92,0.73,2017-11-14 15:00:00
7625,Scanner AOI,0.92,0.79,0.91,0.76,85.69,111.32,0.82,0.74,2017-11-14 16:00:00
7626,Inspetor Visual Otico,0.94,0.76,0.94,0.89,97.6,91.72,0.84,0.88,2017-11-14 17:00:00
7627,Equipamento Solda por Refusao,0.91,0.89,0.96,0.81,85.92,116.8,0.91,0.77,2017-11-14 18:00:00
7628,Equipamento Solda por Refusao,0.93,0.77,0.98,0.79,79.97,99.28,0.92,0.87,2017-11-14 19:00:00
7629,Equipamento Solda por Onda,0.87,0.84,0.91,0.84,80.64,97.03,0.83,0.74,2017-11-14 20:00:00
7630,Equipamento Solda por Refusao,0.87,0.81,0.97,0.76,73.72,101.08,0.82,0.86,2017-11-14 21:00:00
7631,Equipamento Solda por Refusao,0.82,0.79,0.98,0.9,71.69,104.75,0.82,0.81,2017-11-14 22:00:00
7632,Equipamento Solda por Onda,0.92,0.77,0.91,0.78,93.7,100.59,0.89,0.78,2017-11-14 23:00:00
7633,Equipamento Solda por Onda,0.94,0.86,0.96,0.78,98.67,116.03,0.84,0.72,2017-11-15 00:00:00
7634,Testador Circuito SMT,0.88,0.9,0.98,0.83,79.8,86.58,0.88,0.77,2017-11-15 01:00:00
7635,Testador Circuito SMT,0.82,0.81,0.94,0.86,70.7,96.03,0.91,0.76,2017-11-15 02:00:00
7636,Inspetor Visual Otico,0.84,0.83,0.97,0.83,76.54,91.65,0.81,0.86,2017-11-15 03:00:00
7637,Calibrador Robos,0.81,0.78,0.93,0.89,90.07,107.74,0.81,0.7,2017-11-15 04:00:00
7638,Calibrador Robos,0.9,0.8,0.93,0.86,88.5,115.77,0.8,0.88,2017-11-15 05:00:00
7639,Equipamento Solda por Onda,0.84,0.78,0.94,0.77,91.79,88.69,0.84,0.72,2017-11-15 06:00:00
7640,Medidor Corrente,0.89,0.86,0.95,0.87,91.87,94.0,0.81,0.73,2017-11-15 07:00:00
7641,Medidor Corrente,0.92,0.8,0.97,0.84,82.67,109.04,0.81,0.81,2017-11-15 08:00:00
7642,Scanner AOI,0.9,0.85,0.92,0.75,81.09,113.99,0.83,0.81,2017-11-15 09:00:00
7643,Calibrador Robos,0.94,0.89,0.9,0.75,98.51,114.09,0.81,0.82,2017-11-15 10:00:00
7644,Testador Circuito SMT,0.89,0.86,0.95,0.8,83.74,116.37,0.83,0.73,2017-11-15 11:00:00
7645,Calibrador Robos,0.92,0.85,0.92,0.76,89.8,99.47,0.87,0.72,2017-11-15 12:00:00
7646,Scanner AOI,0.94,0.83,0.94,0.89,87.13,118.57,0.91,0.75,2017-11-15 13:00:00
7647,Calibrador Robos,0.92,0.76,0.97,0.78,89.08,103.18,0.82,0.8,2017-11-15 14:00:00
7648,Inspetor Visual Otico,0.83,0.91,0.91,0.85,96.38,114.76,0.93,0.85,2017-11-15 15:00:00
7649,Scanner AOI,0.9,0.9,0.97,0.78,72.01,98.91,0.85,0.85,2017-11-15 16:00:00
7650,Calibrador Robos,0.8,0.8,0.97,0.8,84.26,115.95,0.83,0.78,2017-11-15 17:00:00
7651,Scanner AOI,0.92,0.82,0.99,0.8,89.14,109.28,0.84,0.89,2017-11-15 18:00:00
7652,Inspetor Visual Otico,0.91,0.76,0.95,0.78,95.92,106.98,0.88,0.89,2017-11-15 19:00:00
7653,Testador Circuito SMT,0.87,0.88,0.93,0.89,95.04,114.3,0.89,0.88,2017-11-15 20:00:00
7654,Testador Circuito SMT,0.81,0.75,0.98,0.75,92.35,80.29,0.87,0.74,2017-11-15 21:00:00
7655,Scanner AOI,0.95,0.89,0.93,0.79,79.96,84.29,0.93,0.8,2017-11-15 22:00:00
7656,Medidor Corrente,0.83,0.87,0.99,0.77,70.78,115.47,0.84,0.71,2017-11-15 23:00:00
7657,Testador Circuito SMT,0.82,0.86,0.96,0.89,76.51,91.32,0.95,0.73,2017-11-16 00:00:00
7658,Testador Circuito SMT,0.91,0.77,0.95,0.82,81.65,84.46,0.84,0.89,2017-11-16 01:00:00
7659,Calibrador Robos,0.92,0.82,0.96,0.87,96.81,82.02,0.8,0.77,2017-11-16 02:00:00
7660,Equipamento Solda por Refusao,0.92,0.75,0.93,0.88,78.88,119.44,0.92,0.72,2017-11-16 03:00:00
7661,Testador Circuito SMT,0.85,0.88,0.91,0.9,89.86,98.69,0.85,0.71,2017-11-16 04:00:00
7662,Equipamento Solda por Onda,0.87,0.78,0.91,0.86,80.04,83.58,0.93,0.88,2017-11-16 05:00:00
7663,Testador Circuito SMT,0.87,0.92,0.97,0.83,97.74,107.99,0.83,0.73,2017-11-16 06:00:00
7664,Medidor Corrente,0.85,0.88,0.98,0.84,73.14,104.09,0.86,0.78,2017-11-16 07:00:00
7665,Testador Circuito SMT,0.92,0.89,0.97,0.77,81.34,118.47,0.89,0.76,2017-11-16 08:00:00
7666,Equipamento Solda por Onda,0.87,0.86,0.93,0.88,71.52,107.37,0.83,0.8,2017-11-16 09:00:00
7667,Equipamento Solda por Onda,0.91,0.87,0.96,0.89,89.8,95.43,0.94,0.83,2017-11-16 10:00:00
7668,Equipamento Solda por Refusao,0.9,0.87,0.98,0.75,83.8,99.38,0.85,0.87,2017-11-16 11:00:00
7669,Inspetor Visual Otico,0.81,0.9,0.94,0.84,73.07,87.69,0.89,0.79,2017-11-16 12:00:00
7670,Scanner AOI,0.82,0.91,0.95,0.83,82.28,82.0,0.81,0.88,2017-11-16 13:00:00
7671,Testador Circuito SMT,0.95,0.77,0.98,0.87,79.47,114.88,0.91,0.85,2017-11-16 14:00:00
7672,Equipamento Solda por Refusao,0.91,0.83,0.96,0.81,84.59,102.06,0.89,0.76,2017-11-16 15:00:00
7673,Equipamento Solda por Refusao,0.92,0.81,0.93,0.8,97.09,115.52,0.85,0.75,2017-11-16 16:00:00
7674,Equipamento Solda por Onda,0.94,0.78,0.93,0.86,97.71,98.97,0.92,0.83,2017-11-16 17:00:00
7675,Equipamento Solda por Refusao,0.81,0.84,0.96,0.9,77.93,81.83,0.81,0.74,2017-11-16 18:00:00
7676,Equipamento Solda por Onda,0.84,0.76,0.92,0.82,99.12,101.38,0.82,0.83,2017-11-16 19:00:00
7677,Scanner AOI,0.82,0.88,0.94,0.85,72.28,118.41,0.85,0.82,2017-11-16 20:00:00
7678,Scanner AOI,0.88,0.83,0.91,0.88,89.23,99.56,0.81,0.74,2017-11-16 21:00:00
7679,Medidor Corrente,0.91,0.77,0.97,0.82,74.72,117.44,0.95,0.77,2017-11-16 22:00:00
7680,Scanner AOI,0.86,0.86,0.95,0.77,86.71,84.37,0.83,0.84,2017-11-16 23:00:00
7681,Calibrador Robos,0.89,0.82,0.97,0.85,82.8,109.78,0.85,0.71,2017-11-17 00:00:00
7682,Calibrador Robos,0.91,0.87,0.95,0.84,72.94,94.62,0.82,0.85,2017-11-17 01:00:00
7683,Calibrador Robos,0.81,0.89,0.98,0.76,75.75,92.96,0.89,0.87,2017-11-17 02:00:00
7684,Medidor Corrente,0.91,0.81,0.97,0.85,90.5,98.12,0.93,0.84,2017-11-17 03:00:00
7685,Medidor Corrente,0.83,0.86,0.95,0.81,71.16,97.63,0.87,0.9,2017-11-17 04:00:00
7686,Scanner AOI,0.83,0.89,0.9,0.85,83.89,94.87,0.81,0.75,2017-11-17 05:00:00
7687,Testador Circuito SMT,0.81,0.81,0.99,0.84,89.15,89.41,0.94,0.85,2017-11-17 06:00:00
7688,Equipamento Solda por Refusao,0.84,0.91,0.96,0.85,86.62,118.47,0.88,0.75,2017-11-17 07:00:00
7689,Testador Circuito SMT,0.88,0.77,0.95,0.76,74.09,107.89,0.88,0.89,2017-11-17 08:00:00
7690,Medidor Corrente,0.93,0.8,0.9,0.85,73.5,118.8,0.88,0.9,2017-11-17 09:00:00
7691,Equipamento Solda por Refusao,0.83,0.92,0.97,0.88,90.54,118.63,0.84,0.75,2017-11-17 10:00:00
7692,Testador Circuito SMT,0.87,0.78,0.94,0.77,90.91,119.92,0.86,0.81,2017-11-17 11:00:00
7693,Scanner AOI,0.82,0.79,0.99,0.78,72.23,103.44,0.92,0.73,2017-11-17 12:00:00
7694,Medidor Corrente,0.9,0.81,0.98,0.76,71.69,94.33,0.95,0.81,2017-11-17 13:00:00
7695,Scanner AOI,0.85,0.82,0.93,0.76,76.63,80.3,0.88,0.79,2017-11-17 14:00:00
7696,Equipamento Solda por Refusao,0.83,0.87,0.93,0.83,97.87,102.84,0.93,0.85,2017-11-17 15:00:00
7697,Inspetor Visual Otico,0.94,0.83,0.92,0.81,80.81,94.57,0.93,0.81,2017-11-17 16:00:00
7698,Medidor Corrente,0.86,0.81,0.97,0.85,89.64,98.02,0.81,0.85,2017-11-17 17:00:00
7699,Medidor Corrente,0.9,0.83,0.91,0.88,90.31,91.39,0.81,0.85,2017-11-17 18:00:00
7700,Inspetor Visual Otico,0.92,0.89,0.9,0.83,77.45,108.98,0.93,0.74,2017-11-17 19:00:00
7701,Equipamento Solda por Refusao,0.94,0.77,0.91,0.9,72.78,100.07,0.83,0.83,2017-11-17 20:00:00
7702,Testador Circuito SMT,0.91,0.9,0.92,0.87,79.95,98.82,0.82,0.86,2017-11-17 21:00:00
7703,Inspetor Visual Otico,0.95,0.91,0.95,0.79,97.99,100.78,0.85,0.83,2017-11-17 22:00:00
7704,Inspetor Visual Otico,0.95,0.81,0.96,0.85,72.52,108.52,0.82,0.85,2017-11-17 23:00:00
7705,Calibrador Robos,0.9,0.85,0.91,0.83,83.26,85.58,0.84,0.8,2017-11-18 00:00:00
7706,Testador Circuito SMT,0.87,0.87,0.92,0.85,85.54,88.89,0.8,0.85,2017-11-18 01:00:00
7707,Equipamento Solda por Onda,0.85,0.81,0.95,0.78,73.58,118.89,0.89,0.77,2017-11-18 02:00:00
7708,Equipamento Solda por Onda,0.87,0.78,0.96,0.79,97.12,82.96,0.9,0.79,2017-11-18 03:00:00
7709,Scanner AOI,0.84,0.91,0.97,0.79,75.05,90.68,0.83,0.86,2017-11-18 04:00:00
7710,Equipamento Solda por Onda,0.84,0.81,0.97,0.84,82.33,106.19,0.86,0.8,2017-11-18 05:00:00
7711,Medidor Corrente,0.91,0.78,0.97,0.85,99.55,100.97,0.8,0.73,2017-11-18 06:00:00
7712,Testador Circuito SMT,0.84,0.85,0.94,0.8,96.4,110.07,0.85,0.76,2017-11-18 07:00:00
7713,Scanner AOI,0.92,0.9,0.97,0.83,77.11,113.49,0.94,0.75,2017-11-18 08:00:00
7714,Scanner AOI,0.81,0.79,0.95,0.86,97.65,108.79,0.85,0.75,2017-11-18 09:00:00
7715,Medidor Corrente,0.86,0.87,0.91,0.81,86.38,92.63,0.89,0.78,2017-11-18 10:00:00
7716,Testador Circuito SMT,0.93,0.83,0.94,0.75,83.85,102.94,0.87,0.85,2017-11-18 11:00:00
7717,Medidor Corrente,0.94,0.82,0.98,0.85,78.61,92.95,0.95,0.82,2017-11-18 12:00:00
7718,Medidor Corrente,0.86,0.8,0.92,0.87,86.64,96.12,0.8,0.75,2017-11-18 13:00:00
7719,Medidor Corrente,0.84,0.89,0.91,0.87,89.21,83.03,0.83,0.84,2017-11-18 14:00:00
7720,Equipamento Solda por Refusao,0.94,0.85,0.98,0.8,84.38,106.68,0.94,0.81,2017-11-18 15:00:00
7721,Equipamento Solda por Onda,0.84,0.82,0.92,0.85,95.98,86.32,0.92,0.81,2017-11-18 16:00:00
7722,Inspetor Visual Otico,0.94,0.88,0.94,0.84,94.22,114.81,0.92,0.87,2017-11-18 17:00:00
7723,Scanner AOI,0.85,0.88,0.98,0.89,72.77,109.27,0.8,0.8,2017-11-18 18:00:00
7724,Equipamento Solda por Onda,0.94,0.82,0.94,0.77,99.46,96.07,0.94,0.79,2017-11-18 19:00:00
7725,Inspetor Visual Otico,0.83,0.85,0.97,0.84,82.51,99.46,0.92,0.89,2017-11-18 20:00:00
7726,Calibrador Robos,0.87,0.87,0.97,0.89,72.77,109.79,0.92,0.79,2017-11-18 21:00:00
7727,Testador Circuito SMT,0.95,0.89,0.92,0.86,89.2,116.91,0.8,0.76,2017-11-18 22:00:00
7728,Inspetor Visual Otico,0.83,0.76,0.98,0.83,74.05,84.63,0.84,0.76,2017-11-18 23:00:00
7729,Testador Circuito SMT,0.84,0.92,0.91,0.79,79.17,95.68,0.87,0.89,2017-11-19 00:00:00
7730,Equipamento Solda por Refusao,0.93,0.81,0.96,0.88,75.02,109.57,0.93,0.7,2017-11-19 01:00:00
7731,Equipamento Solda por Refusao,0.8,0.77,0.95,0.81,99.88,93.66,0.87,0.86,2017-11-19 02:00:00
7732,Equipamento Solda por Onda,0.85,0.86,0.95,0.84,87.45,117.08,0.88,0.81,2017-11-19 03:00:00
7733,Equipamento Solda por Refusao,0.84,0.77,0.98,0.87,90.58,88.62,0.85,0.78,2017-11-19 04:00:00
7734,Medidor Corrente,0.93,0.9,0.94,0.86,80.02,82.18,0.9,0.79,2017-11-19 05:00:00
7735,Equipamento Solda por Onda,0.92,0.92,0.96,0.88,80.43,94.01,0.82,0.75,2017-11-19 06:00:00
7736,Inspetor Visual Otico,0.88,0.81,0.95,0.87,96.38,116.87,0.86,0.78,2017-11-19 07:00:00
7737,Medidor Corrente,0.93,0.76,0.93,0.84,86.15,116.35,0.85,0.83,2017-11-19 08:00:00
7738,Testador Circuito SMT,0.84,0.83,0.96,0.81,71.9,80.45,0.85,0.74,2017-11-19 09:00:00
7739,Testador Circuito SMT,0.82,0.77,0.94,0.82,80.6,115.16,0.82,0.7,2017-11-19 10:00:00
7740,Medidor Corrente,0.88,0.79,0.9,0.79,79.85,85.27,0.94,0.87,2017-11-19 11:00:00
7741,Inspetor Visual Otico,0.94,0.82,0.92,0.8,74.37,91.32,0.89,0.79,2017-11-19 12:00:00
7742,Inspetor Visual Otico,0.85,0.76,0.98,0.76,80.27,87.7,0.92,0.82,2017-11-19 13:00:00
7743,Inspetor Visual Otico,0.89,0.85,0.95,0.77,90.83,83.98,0.92,0.79,2017-11-19 14:00:00
7744,Calibrador Robos,0.81,0.83,0.95,0.89,76.32,102.5,0.8,0.8,2017-11-19 15:00:00
7745,Medidor Corrente,0.94,0.83,0.93,0.76,79.9,102.76,0.91,0.83,2017-11-19 16:00:00
7746,Equipamento Solda por Onda,0.83,0.9,0.92,0.77,85.23,85.42,0.91,0.7,2017-11-19 17:00:00
7747,Calibrador Robos,0.91,0.82,0.92,0.83,85.76,101.72,0.87,0.83,2017-11-19 18:00:00
7748,Scanner AOI,0.82,0.76,0.92,0.82,84.72,99.33,0.81,0.73,2017-11-19 19:00:00
7749,Scanner AOI,0.87,0.88,0.91,0.89,81.05,99.19,0.84,0.82,2017-11-19 20:00:00
7750,Scanner AOI,0.89,0.89,0.91,0.86,73.85,98.87,0.91,0.85,2017-11-19 21:00:00
7751,Equipamento Solda por Onda,0.87,0.87,0.94,0.84,94.54,92.76,0.94,0.86,2017-11-19 22:00:00
7752,Inspetor Visual Otico,0.86,0.8,0.96,0.78,91.6,94.92,0.94,0.75,2017-11-19 23:00:00
7753,Equipamento Solda por Onda,0.84,0.76,0.94,0.76,94.76,105.27,0.85,0.73,2017-11-20 00:00:00
7754,Equipamento Solda por Onda,0.81,0.87,0.94,0.86,95.64,92.34,0.86,0.78,2017-11-20 01:00:00
7755,Equipamento Solda por Onda,0.9,0.89,0.95,0.78,72.64,108.46,0.92,0.78,2017-11-20 02:00:00
7756,Scanner AOI,0.88,0.79,0.94,0.86,82.73,97.5,0.82,0.85,2017-11-20 03:00:00
7757,Calibrador Robos,0.86,0.83,0.91,0.8,79.27,112.08,0.87,0.79,2017-11-20 04:00:00
7758,Calibrador Robos,0.81,0.84,0.92,0.79,92.06,103.14,0.85,0.72,2017-11-20 05:00:00
7759,Scanner AOI,0.85,0.87,0.94,0.76,79.6,102.39,0.85,0.88,2017-11-20 06:00:00
7760,Inspetor Visual Otico,0.9,0.89,0.93,0.8,96.76,94.15,0.93,0.82,2017-11-20 07:00:00
7761,Medidor Corrente,0.91,0.82,0.93,0.86,89.52,91.21,0.89,0.77,2017-11-20 08:00:00
7762,Equipamento Solda por Refusao,0.84,0.83,0.93,0.84,94.16,110.4,0.81,0.74,2017-11-20 09:00:00
7763,Calibrador Robos,0.81,0.88,0.97,0.79,70.71,106.92,0.8,0.79,2017-11-20 10:00:00
7764,Equipamento Solda por Refusao,0.8,0.8,0.96,0.82,92.18,91.75,0.92,0.8,2017-11-20 11:00:00
7765,Equipamento Solda por Onda,0.85,0.84,0.96,0.77,77.05,104.17,0.89,0.77,2017-11-20 12:00:00
7766,Equipamento Solda por Refusao,0.86,0.85,0.9,0.82,81.79,91.71,0.83,0.76,2017-11-20 13:00:00
7767,Inspetor Visual Otico,0.95,0.83,0.91,0.81,88.63,89.06,0.91,0.85,2017-11-20 14:00:00
7768,Calibrador Robos,0.84,0.83,0.98,0.79,74.59,116.1,0.88,0.84,2017-11-20 15:00:00
7769,Scanner AOI,0.89,0.82,0.92,0.85,87.63,106.44,0.81,0.82,2017-11-20 16:00:00
7770,Testador Circuito SMT,0.87,0.91,0.94,0.88,72.35,95.66,0.85,0.85,2017-11-20 17:00:00
7771,Scanner AOI,0.89,0.88,0.91,0.88,99.22,88.73,0.86,0.75,2017-11-20 18:00:00
7772,Calibrador Robos,0.82,0.9,0.96,0.87,84.28,119.8,0.9,0.82,2017-11-20 19:00:00
7773,Medidor Corrente,0.84,0.79,0.91,0.87,73.45,102.96,0.81,0.72,2017-11-20 20:00:00
7774,Scanner AOI,0.82,0.9,0.93,0.79,97.79,80.41,0.85,0.82,2017-11-20 21:00:00
7775,Equipamento Solda por Refusao,0.82,0.79,0.95,0.88,83.19,102.41,0.86,0.75,2017-11-20 22:00:00
7776,Medidor Corrente,0.92,0.8,0.92,0.81,70.74,114.23,0.92,0.86,2017-11-20 23:00:00
7777,Equipamento Solda por Onda,0.92,0.82,0.91,0.8,72.73,93.36,0.9,0.74,2017-11-21 00:00:00
7778,Medidor Corrente,0.8,0.84,0.9,0.86,75.49,83.24,0.89,0.73,2017-11-21 01:00:00
7779,Testador Circuito SMT,0.94,0.8,0.93,0.8,95.5,117.88,0.85,0.85,2017-11-21 02:00:00
7780,Testador Circuito SMT,0.85,0.83,0.93,0.88,86.58,102.15,0.81,0.84,2017-11-21 03:00:00
7781,Equipamento Solda por Refusao,0.83,0.9,0.94,0.76,83.17,115.39,0.92,0.78,2017-11-21 04:00:00
7782,Scanner AOI,0.88,0.91,0.91,0.88,97.4,97.02,0.9,0.86,2017-11-21 05:00:00
7783,Calibrador Robos,0.94,0.91,0.94,0.88,92.34,95.84,0.95,0.7,2017-11-21 06:00:00
7784,Testador Circuito SMT,0.93,0.89,0.93,0.9,99.94,114.55,0.84,0.7,2017-11-21 07:00:00
7785,Scanner AOI,0.93,0.79,0.95,0.85,99.98,110.16,0.89,0.78,2017-11-21 08:00:00
7786,Medidor Corrente,0.81,0.84,0.96,0.82,88.66,83.47,0.92,0.83,2017-11-21 09:00:00
7787,Medidor Corrente,0.93,0.92,0.94,0.83,84.82,112.32,0.86,0.77,2017-11-21 10:00:00
7788,Equipamento Solda por Onda,0.86,0.85,0.97,0.86,98.05,85.27,0.89,0.74,2017-11-21 11:00:00
7789,Calibrador Robos,0.83,0.75,0.92,0.87,76.97,109.43,0.87,0.84,2017-11-21 12:00:00
7790,Equipamento Solda por Refusao,0.83,0.82,0.97,0.89,78.85,105.7,0.87,0.76,2017-11-21 13:00:00
7791,Medidor Corrente,0.86,0.87,0.92,0.82,76.19,104.93,0.89,0.77,2017-11-21 14:00:00
7792,Testador Circuito SMT,0.85,0.87,0.99,0.83,85.68,110.44,0.8,0.77,2017-11-21 15:00:00
7793,Calibrador Robos,0.88,0.9,0.92,0.86,75.0,106.97,0.93,0.88,2017-11-21 16:00:00
7794,Scanner AOI,0.85,0.91,0.98,0.89,76.99,96.59,0.81,0.8,2017-11-21 17:00:00
7795,Testador Circuito SMT,0.84,0.89,0.92,0.89,89.92,97.27,0.81,0.77,2017-11-21 18:00:00
7796,Calibrador Robos,0.84,0.87,0.96,0.9,80.57,96.58,0.94,0.76,2017-11-21 19:00:00
7797,Medidor Corrente,0.94,0.84,0.98,0.87,94.61,102.93,0.92,0.76,2017-11-21 20:00:00
7798,Calibrador Robos,0.93,0.8,0.98,0.78,96.56,101.82,0.86,0.84,2017-11-21 21:00:00
7799,Equipamento Solda por Refusao,0.95,0.8,0.91,0.82,97.8,106.94,0.93,0.82,2017-11-21 22:00:00
7800,Inspetor Visual Otico,0.93,0.82,0.94,0.8,84.89,108.85,0.89,0.83,2017-11-21 23:00:00
7801,Medidor Corrente,0.86,0.83,0.93,0.78,75.9,111.6,0.86,0.89,2017-11-22 00:00:00
7802,Equipamento Solda por Onda,0.93,0.77,0.98,0.86,88.15,102.92,0.91,0.84,2017-11-22 01:00:00
7803,Inspetor Visual Otico,0.83,0.88,0.96,0.85,94.15,80.66,0.93,0.75,2017-11-22 02:00:00
7804,Scanner AOI,0.88,0.81,0.98,0.88,92.93,101.61,0.83,0.7,2017-11-22 03:00:00
7805,Scanner AOI,0.88,0.78,0.91,0.88,89.67,113.64,0.81,0.87,2017-11-22 04:00:00
7806,Medidor Corrente,0.95,0.82,0.92,0.89,75.82,96.53,0.95,0.78,2017-11-22 05:00:00
7807,Calibrador Robos,0.81,0.76,0.92,0.87,77.37,116.25,0.84,0.82,2017-11-22 06:00:00
7808,Scanner AOI,0.93,0.89,0.9,0.84,94.78,82.54,0.81,0.88,2017-11-22 07:00:00
7809,Inspetor Visual Otico,0.87,0.9,0.91,0.89,70.27,91.82,0.8,0.71,2017-11-22 08:00:00
7810,Medidor Corrente,0.87,0.78,0.93,0.84,99.5,103.28,0.83,0.86,2017-11-22 09:00:00
7811,Testador Circuito SMT,0.89,0.83,0.97,0.77,72.0,108.92,0.89,0.77,2017-11-22 10:00:00
7812,Equipamento Solda por Onda,0.89,0.82,0.95,0.82,94.58,93.67,0.86,0.72,2017-11-22 11:00:00
7813,Testador Circuito SMT,0.81,0.88,0.99,0.79,70.32,83.55,0.91,0.9,2017-11-22 12:00:00
7814,Equipamento Solda por Onda,0.94,0.84,0.92,0.76,87.08,81.17,0.8,0.7,2017-11-22 13:00:00
7815,Calibrador Robos,0.82,0.77,0.92,0.77,79.03,117.88,0.85,0.84,2017-11-22 14:00:00
7816,Scanner AOI,0.94,0.75,0.96,0.8,87.0,87.14,0.84,0.84,2017-11-22 15:00:00
7817,Medidor Corrente,0.93,0.78,0.99,0.76,94.8,93.12,0.87,0.83,2017-11-22 16:00:00
7818,Testador Circuito SMT,0.91,0.77,0.98,0.86,78.56,112.79,0.87,0.73,2017-11-22 17:00:00
7819,Equipamento Solda por Refusao,0.94,0.84,0.92,0.81,82.72,85.72,0.84,0.75,2017-11-22 18:00:00
7820,Medidor Corrente,0.89,0.86,0.92,0.82,99.04,106.13,0.88,0.78,2017-11-22 19:00:00
7821,Equipamento Solda por Onda,0.87,0.83,0.95,0.84,72.42,80.13,0.8,0.7,2017-11-22 20:00:00
7822,Inspetor Visual Otico,0.92,0.78,0.93,0.78,76.11,91.73,0.92,0.83,2017-11-22 21:00:00
7823,Equipamento Solda por Refusao,0.8,0.91,0.93,0.77,80.24,105.15,0.94,0.87,2017-11-22 22:00:00
7824,Inspetor Visual Otico,0.85,0.92,0.91,0.85,78.14,101.53,0.91,0.9,2017-11-22 23:00:00
7825,Testador Circuito SMT,0.93,0.76,0.91,0.83,75.67,86.46,0.83,0.77,2017-11-23 00:00:00
7826,Testador Circuito SMT,0.95,0.85,0.97,0.9,74.82,113.24,0.92,0.89,2017-11-23 01:00:00
7827,Inspetor Visual Otico,0.95,0.76,0.96,0.79,72.31,80.76,0.83,0.71,2017-11-23 02:00:00
7828,Inspetor Visual Otico,0.93,0.79,0.98,0.79,87.88,91.96,0.9,0.82,2017-11-23 03:00:00
7829,Equipamento Solda por Onda,0.84,0.9,0.99,0.77,75.73,86.25,0.86,0.79,2017-11-23 04:00:00
7830,Equipamento Solda por Refusao,0.93,0.91,0.94,0.81,91.78,107.18,0.94,0.76,2017-11-23 05:00:00
7831,Scanner AOI,0.84,0.92,0.96,0.83,79.72,91.27,0.94,0.81,2017-11-23 06:00:00
7832,Scanner AOI,0.86,0.89,0.91,0.89,77.49,96.11,0.88,0.72,2017-11-23 07:00:00
7833,Equipamento Solda por Refusao,0.9,0.82,0.96,0.81,76.84,110.83,0.94,0.74,2017-11-23 08:00:00
7834,Equipamento Solda por Refusao,0.94,0.79,0.91,0.78,77.04,84.67,0.87,0.71,2017-11-23 09:00:00
7835,Equipamento Solda por Onda,0.91,0.83,0.93,0.86,74.23,115.75,0.84,0.87,2017-11-23 10:00:00
7836,Inspetor Visual Otico,0.91,0.91,0.91,0.84,87.52,118.51,0.82,0.78,2017-11-23 11:00:00
7837,Calibrador Robos,0.9,0.83,0.93,0.78,84.65,107.01,0.81,0.8,2017-11-23 12:00:00
7838,Scanner AOI,0.88,0.88,0.93,0.86,71.13,96.51,0.85,0.87,2017-11-23 13:00:00
7839,Equipamento Solda por Refusao,0.94,0.82,0.92,0.81,73.95,89.36,0.81,0.88,2017-11-23 14:00:00
7840,Equipamento Solda por Refusao,0.9,0.88,0.95,0.85,73.95,82.02,0.94,0.78,2017-11-23 15:00:00
7841,Testador Circuito SMT,0.87,0.9,0.92,0.79,91.23,119.1,0.86,0.84,2017-11-23 16:00:00
7842,Scanner AOI,0.83,0.91,0.93,0.83,95.73,114.24,0.86,0.8,2017-11-23 17:00:00
7843,Calibrador Robos,0.8,0.82,0.93,0.83,93.82,102.54,0.81,0.77,2017-11-23 18:00:00
7844,Equipamento Solda por Onda,0.92,0.83,0.99,0.81,77.37,111.4,0.85,0.84,2017-11-23 19:00:00
7845,Equipamento Solda por Refusao,0.86,0.88,0.94,0.83,78.31,104.2,0.81,0.74,2017-11-23 20:00:00
7846,Inspetor Visual Otico,0.91,0.78,0.91,0.8,91.97,87.05,0.83,0.76,2017-11-23 21:00:00
7847,Medidor Corrente,0.85,0.86,0.98,0.83,91.17,89.19,0.88,0.75,2017-11-23 22:00:00
7848,Calibrador Robos,0.9,0.78,0.96,0.89,88.94,111.35,0.84,0.87,2017-11-23 23:00:00
7849,Testador Circuito SMT,0.82,0.82,0.98,0.83,71.65,84.72,0.91,0.79,2017-11-24 00:00:00
7850,Equipamento Solda por Onda,0.92,0.8,0.97,0.78,92.29,109.17,0.92,0.72,2017-11-24 01:00:00
7851,Scanner AOI,0.84,0.89,0.9,0.79,75.78,83.98,0.85,0.8,2017-11-24 02:00:00
7852,Inspetor Visual Otico,0.83,0.77,0.99,0.88,73.25,106.68,0.93,0.77,2017-11-24 03:00:00
7853,Inspetor Visual Otico,0.93,0.84,0.97,0.86,74.11,101.45,0.89,0.75,2017-11-24 04:00:00
7854,Scanner AOI,0.89,0.76,0.98,0.89,75.6,86.83,0.86,0.89,2017-11-24 05:00:00
