controle_id,lote_producao_id,data_inspecao,inspetor_id,unidades_aprovadas,unidades_rejeitadas,motivo_rejeicao
539,240,2022-06-23,13,1184,1,falha_eletrica
540,78,2022-06-24,16,1067,8,falha_eletrica
541,168,2022-06-25,24,1119,4,cor_incorreta
542,92,2022-06-26,2,1178,6,bolhas_material
543,120,2022-06-27,9,988,5,empacotamento_inadequado
544,146,2022-06-28,12,1188,9,bolhas_material
545,230,2022-06-29,26,978,0,falha_eletrica
546,81,2022-06-30,25,1055,7,cor_incorreta
547,183,2022-07-01,10,968,6,cor_incorreta
548,271,2022-07-02,13,952,8,falha_superficie
549,289,2022-07-03,2,1096,2,bolhas_material
550,294,2022-07-04,16,1114,6,furo_incompleto
551,12,2022-07-05,8,966,4,empacotamento_inadequado
552,60,2022-07-06,21,995,5,falha_eletrica
553,145,2022-07-07,29,1079,7,falha_eletrica
554,224,2022-07-08,21,1178,4,dimensao_fora
555,234,2022-07-09,27,1028,2,empacotamento_inadequado
556,20,2022-07-10,29,1161,8,falha_eletrica
557,318,2022-07-11,11,1188,7,bolhas_material
558,130,2022-07-12,8,965,4,dimensao_fora
559,340,2022-07-13,18,1155,7,dimensao_fora
560,84,2022-07-14,28,1020,4,falha_superficie
561,218,2022-07-15,20,1122,2,falha_superficie
562,105,2022-07-16,20,1060,0,falha_eletrica
563,40,2022-07-17,26,1072,9,empacotamento_inadequado
564,255,2022-07-18,27,1173,8,solda_fraca
565,180,2022-07-19,12,1159,0,falha_superficie
566,10,2022-07-20,2,1175,9,bolhas_material
567,262,2022-07-21,27,966,2,dimensao_fora
568,171,2022-07-22,26,1006,0,furo_incompleto
569,266,2022-07-23,29,1140,2,falha_superficie
570,19,2022-07-24,13,1119,4,furo_incompleto
571,155,2022-07-25,16,1033,7,falha_superficie
572,5,2022-07-26,19,1081,4,cor_incorreta
573,214,2022-07-27,29,1151,9,bolhas_material
574,192,2022-07-28,7,1048,1,falha_superficie
575,7,2022-07-29,23,1013,4,cor_incorreta
576,19,2022-07-30,19,1086,9,solda_fraca
577,73,2022-07-31,20,1066,5,empacotamento_inadequado
578,178,2022-08-01,20,951,9,dimensao_fora
579,96,2022-08-02,8,955,9,bolhas_material
580,63,2022-08-03,4,1166,5,solda_fraca
581,184,2022-08-04,11,1125,6,dimensao_fora
582,275,2022-08-05,19,1002,4,empacotamento_inadequado
583,202,2022-08-06,16,1169,6,dimensao_fora
584,164,2022-08-07,20,1182,0,falha_superficie
585,145,2022-08-08,23,1004,2,solda_fraca
586,35,2022-08-09,10,984,3,dimensao_fora
587,337,2022-08-10,16,1111,6,bolhas_material
588,319,2022-08-11,8,1185,3,furo_incompleto
589,53,2022-08-12,29,1032,0,dimensao_fora
590,311,2022-08-13,28,1053,7,falha_superficie
591,311,2022-08-14,15,976,2,bolhas_material
592,346,2022-08-15,20,1015,6,falha_superficie
593,154,2022-08-16,4,1009,5,empacotamento_inadequado
594,279,2022-08-17,27,1187,2,falha_superficie
595,24,2022-08-18,18,1108,2,solda_fraca
596,216,2022-08-19,6,981,0,falha_eletrica
597,290,2022-08-20,25,1130,9,falha_superficie
598,328,2022-08-21,23,1130,7,furo_incompleto
599,47,2022-08-22,16,984,3,furo_incompleto
600,18,2022-08-23,13,1066,0,falha_superficie
601,56,2022-08-24,7,960,8,solda_fraca
602,222,2022-08-25,19,1111,8,solda_fraca
603,204,2022-08-26,24,1048,1,dimensao_fora
604,114,2022-08-27,3,1040,8,cor_incorreta
605,252,2022-08-28,16,1089,4,empacotamento_inadequado
606,230,2022-08-29,16,1194,2,cor_incorreta
607,155,2022-08-30,22,1118,0,solda_fraca
608,101,2022-08-31,24,1191,6,falha_eletrica
609,210,2022-09-01,10,1094,8,empacotamento_inadequado
610,113,2022-09-02,11,1131,7,dimensao_fora
611,222,2022-09-03,16,1193,4,bolhas_material
612,197,2022-09-04,20,1122,4,falha_eletrica
613,55,2022-09-05,26,1029,2,cor_incorreta
614,342,2022-09-06,20,955,5,cor_incorreta
615,214,2022-09-07,13,1044,4,furo_incompleto
616,185,2022-09-08,23,1073,7,solda_fraca
617,206,2022-09-09,16,1104,3,cor_incorreta
618,181,2022-09-10,19,1048,5,dimensao_fora
619,230,2022-09-11,12,967,7,bolhas_material
620,271,2022-09-12,13,1074,6,furo_incompleto
621,242,2022-09-13,20,1089,5,empacotamento_inadequado
622,178,2022-09-14,17,1159,3,falha_eletrica
623,49,2022-09-15,28,1053,6,solda_fraca
624,324,2022-09-16,26,1115,6,falha_eletrica
625,189,2022-09-17,16,1117,3,cor_incorreta
626,305,2022-09-18,7,1186,6,furo_incompleto
627,200,2022-09-19,2,1151,1,falha_eletrica
628,104,2022-09-20,24,1178,8,falha_eletrica
629,260,2022-09-21,13,1039,6,furo_incompleto
630,215,2022-09-22,14,1176,8,bolhas_material
631,326,2022-09-23,2,1067,2,empacotamento_inadequado
632,172,2022-09-24,19,1050,1,cor_incorreta
633,277,2022-09-25,16,1180,8,falha_superficie
634,240,2022-09-26,6,996,2,falha_superficie
635,243,2022-09-27,16,982,3,bolhas_material
636,60,2022-09-28,18,1184,8,dimensao_fora
637,117,2022-09-29,4,1152,9,falha_superficie
638,67,2022-09-30,26,993,2,falha_superficie
639,211,2022-10-01,10,1027,9,solda_fraca
640,3,2022-10-02,2,1029,9,falha_eletrica
641,65,2022-10-03,11,1137,7,solda_fraca
642,298,2022-10-04,3,1185,3,solda_fraca
643,133,2022-10-05,4,968,6,furo_incompleto
644,137,2022-10-06,19,1147,2,empacotamento_inadequado
645,319,2022-10-07,17,1040,8,solda_fraca
646,160,2022-10-08,12,975,5,solda_fraca
647,11,2022-10-09,8,958,3,solda_fraca
648,318,2022-10-10,11,958,6,furo_incompleto
649,311,2022-10-11,29,993,1,empacotamento_inadequado
650,42,2022-10-12,13,997,3,furo_incompleto
651,279,2022-10-13,28,1194,4,solda_fraca
652,126,2022-10-14,18,1011,1,falha_eletrica
653,279,2022-10-15,1,1055,0,falha_eletrica
654,113,2022-10-16,21,1011,2,furo_incompleto
655,167,2022-10-17,18,1034,2,solda_fraca
656,183,2022-10-18,16,1049,0,dimensao_fora
657,279,2022-10-19,6,1033,4,cor_incorreta
658,308,2022-10-20,26,1145,4,empacotamento_inadequado
659,119,2022-10-21,20,1094,8,falha_superficie
660,301,2022-10-22,12,1063,7,falha_eletrica
661,347,2022-10-23,15,1008,6,dimensao_fora
662,177,2022-10-24,29,1014,9,furo_incompleto
663,8,2022-10-25,11,1062,4,solda_fraca
664,231,2022-10-26,26,952,3,falha_eletrica
665,121,2022-10-27,18,1188,9,dimensao_fora
666,310,2022-10-28,5,1137,7,cor_incorreta
667,258,2022-10-29,7,1033,6,falha_eletrica
668,340,2022-10-30,6,1018,4,bolhas_material
669,118,2022-10-31,16,978,5,falha_eletrica
670,202,2022-11-01,3,1055,8,dimensao_fora
671,200,2022-11-02,20,960,6,bolhas_material
672,59,2022-11-03,17,1109,4,falha_eletrica
673,340,2022-11-04,11,1133,7,cor_incorreta
674,44,2022-11-05,28,997,8,dimensao_fora
675,309,2022-11-06,19,1089,0,furo_incompleto
676,122,2022-11-07,17,1144,7,empacotamento_inadequado
677,183,2022-11-08,7,1011,8,empacotamento_inadequado
678,231,2022-11-09,1,1171,3,furo_incompleto
679,198,2022-11-10,22,1063,1,falha_superficie
680,298,2022-11-11,17,1148,0,cor_incorreta
681,58,2022-11-12,15,1175,7,falha_eletrica
682,163,2022-11-13,21,1164,3,falha_eletrica
683,66,2022-11-14,9,997,2,bolhas_material
684,178,2022-11-15,6,1072,7,bolhas_material
685,123,2022-11-16,18,989,8,cor_incorreta
686,223,2022-11-17,28,964,3,cor_incorreta
687,161,2022-11-18,10,1057,4,cor_incorreta
688,269,2022-11-19,14,978,1,solda_fraca
689,319,2022-11-20,18,1194,5,solda_fraca
690,331,2022-11-21,15,1047,4,bolhas_material
691,74,2022-11-22,29,1081,1,bolhas_material
692,236,2022-11-23,22,1113,2,dimensao_fora
693,190,2022-11-24,18,1086,6,cor_incorreta
694,325,2022-11-25,29,1134,4,solda_fraca
695,250,2022-11-26,4,1164,5,furo_incompleto
696,232,2022-11-27,24,1069,8,cor_incorreta
697,267,2022-11-28,11,1074,2,cor_incorreta
698,200,2022-11-29,25,985,3,bolhas_material
699,215,2022-11-30,21,1067,7,falha_superficie
700,132,2022-12-01,17,1140,9,furo_incompleto
701,338,2022-12-02,24,1040,4,dimensao_fora
702,38,2022-12-03,28,1090,5,falha_superficie
703,166,2022-12-04,4,1056,6,empacotamento_inadequado
704,322,2022-12-05,15,1066,8,falha_eletrica
705,263,2022-12-06,15,1186,0,solda_fraca
706,36,2022-12-07,1,1183,8,falha_superficie
707,68,2022-12-08,26,1158,9,solda_fraca
708,252,2022-12-09,27,1088,7,falha_eletrica
709,93,2022-12-10,6,1091,4,dimensao_fora
710,113,2022-12-11,10,1133,7,falha_eletrica
711,216,2022-12-12,2,1026,1,solda_fraca
712,28,2022-12-13,3,1079,3,cor_incorreta
713,197,2022-12-14,11,1035,8,bolhas_material
714,228,2022-12-15,4,1193,2,cor_incorreta
715,338,2022-12-16,16,1136,8,empacotamento_inadequado
716,134,2022-12-17,16,1093,9,cor_incorreta
717,8,2022-12-18,29,958,4,empacotamento_inadequado
718,3,2022-12-19,29,1114,4,empacotamento_inadequado
719,236,2022-12-20,16,1175,1,furo_incompleto
720,101,2022-12-21,26,962,8,dimensao_fora
721,21,2022-12-22,11,977,9,cor_incorreta
722,275,2022-12-23,16,1006,9,falha_eletrica
723,226,2022-12-24,4,1044,6,dimensao_fora
724,215,2022-12-25,28,1095,1,bolhas_material
725,202,2022-12-26,7,1015,5,cor_incorreta
726,122,2022-12-27,6,1121,1,bolhas_material
727,47,2022-12-28,16,1179,5,empacotamento_inadequado
728,129,2022-12-29,7,995,9,falha_superficie
729,163,2022-12-30,3,1110,7,cor_incorreta
730,10,2022-12-31,29,1102,2,solda_fraca
731,239,2023-01-01,28,996,4,bolhas_material
732,213,2023-01-02,20,1064,8,solda_fraca
733,286,2023-01-03,11,1046,8,furo_incompleto
734,257,2023-01-04,23,1012,8,falha_eletrica
735,96,2023-01-05,22,1196,9,furo_incompleto
736,124,2023-01-06,17,1156,6,furo_incompleto
737,245,2023-01-07,29,1048,5,empacotamento_inadequado
738,269,2023-01-08,22,1196,5,bolhas_material
739,210,2023-01-09,26,1106,8,cor_incorreta
740,2,2023-01-10,20,959,2,bolhas_material
741,70,2023-01-11,3,1097,2,falha_eletrica
742,59,2023-01-12,8,1167,6,cor_incorreta
743,126,2023-01-13,23,964,6,bolhas_material
744,237,2023-01-14,26,1000,3,solda_fraca
745,335,2023-01-15,3,1103,4,solda_fraca
746,32,2023-01-16,23,1086,6,solda_fraca
747,205,2023-01-17,27,1034,9,solda_fraca
748,341,2023-01-18,6,1138,9,solda_fraca
749,200,2023-01-19,3,960,3,solda_fraca
750,41,2023-01-20,17,964,1,bolhas_material
751,149,2023-01-21,24,1130,5,empacotamento_inadequado
752,24,2023-01-22,1,1137,3,bolhas_material
753,37,2023-01-23,5,952,5,solda_fraca
754,346,2023-01-24,18,1008,7,solda_fraca
755,339,2023-01-25,6,1095,0,cor_incorreta
756,268,2023-01-26,1,962,9,empacotamento_inadequado
757,145,2023-01-27,9,1051,8,dimensao_fora
758,27,2023-01-28,22,1036,3,cor_incorreta
759,24,2023-01-29,13,1022,5,empacotamento_inadequado
760,70,2023-01-30,8,1005,2,bolhas_material
761,43,2023-01-31,8,1111,7,bolhas_material
762,140,2023-02-01,6,992,5,falha_eletrica
763,252,2023-02-02,24,1017,2,solda_fraca
764,323,2023-02-03,11,1072,5,bolhas_material
765,309,2023-02-04,3,1112,6,falha_eletrica
766,326,2023-02-05,1,1197,0,bolhas_material
767,193,2023-02-06,6,998,9,dimensao_fora
768,332,2023-02-07,23,1111,3,cor_incorreta
769,309,2023-02-08,9,1116,1,furo_incompleto
770,213,2023-02-09,11,950,3,bolhas_material
771,148,2023-02-10,12,1040,4,solda_fraca
772,340,2023-02-11,16,1005,5,falha_superficie
773,65,2023-02-12,10,956,5,solda_fraca
774,213,2023-02-13,9,987,3,bolhas_material
775,53,2023-02-14,1,1044,4,bolhas_material
776,219,2023-02-15,13,1184,1,falha_eletrica
777,163,2023-02-16,24,1188,0,dimensao_fora
778,237,2023-02-17,27,988,3,cor_incorreta
779,170,2023-02-18,13,1160,8,cor_incorreta
780,75,2023-02-19,24,1054,1,cor_incorreta
781,298,2023-02-20,17,1037,9,furo_incompleto
782,2,2023-02-21,6,1124,5,cor_incorreta
783,16,2023-02-22,19,1086,4,solda_fraca
784,99,2023-02-23,22,1196,5,furo_incompleto
785,11,2023-02-24,13,965,4,falha_eletrica
786,248,2023-02-25,14,1006,6,bolhas_material
787,115,2023-02-26,2,1110,5,cor_incorreta
788,343,2023-02-27,29,1090,3,furo_incompleto
789,150,2023-02-28,15,1091,1,falha_eletrica
790,90,2023-03-01,5,1062,6,empacotamento_inadequado
791,38,2023-03-02,10,1028,0,falha_superficie
792,211,2023-03-03,5,1190,8,falha_superficie
793,194,2023-03-04,24,1002,8,solda_fraca
794,178,2023-03-05,27,1068,4,falha_eletrica
795,69,2023-03-06,28,1080,8,solda_fraca
796,346,2023-03-07,4,978,0,solda_fraca
797,34,2023-03-08,3,999,4,falha_eletrica
798,97,2023-03-09,14,1062,7,empacotamento_inadequado
799,146,2023-03-10,22,1109,3,falha_superficie
800,348,2023-03-11,18,1116,6,cor_incorreta
801,113,2023-03-12,28,1089,9,cor_incorreta
802,256,2023-03-13,2,1075,6,empacotamento_inadequado
803,111,2023-03-14,21,1129,8,falha_eletrica
804,172,2023-03-15,24,999,4,empacotamento_inadequado
805,248,2023-03-16,26,1030,4,furo_incompleto
806,200,2023-03-17,24,978,4,falha_superficie
807,16,2023-03-18,7,1187,1,dimensao_fora
808,98,2023-03-19,14,1199,3,bolhas_material
809,280,2023-03-20,6,1196,1,falha_eletrica
810,108,2023-03-21,3,1145,3,bolhas_material
811,277,2023-03-22,28,1097,7,furo_incompleto
812,6,2023-03-23,21,1008,6,bolhas_material
813,62,2023-03-24,5,1015,7,solda_fraca
814,328,2023-03-25,14,1015,5,solda_fraca
815,247,2023-03-26,9,1007,3,empacotamento_inadequado
816,275,2023-03-27,27,1195,9,falha_superficie
817,313,2023-03-28,15,1000,7,falha_superficie
818,308,2023-03-29,3,1047,1,solda_fraca
819,262,2023-03-30,27,1100,8,falha_eletrica
820,346,2023-03-31,22,1023,6,cor_incorreta
821,8,2023-04-01,13,1138,7,empacotamento_inadequado
822,156,2023-04-02,19,1179,9,falha_eletrica
823,244,2023-04-03,2,1038,3,falha_eletrica
824,58,2023-04-04,2,1137,6,falha_superficie
825,301,2023-04-05,17,1037,6,dimensao_fora
826,237,2023-04-06,20,1016,1,dimensao_fora
827,207,2023-04-07,12,1062,3,empacotamento_inadequado
828,79,2023-04-08,20,1116,0,bolhas_material
829,38,2023-04-09,2,1054,8,falha_eletrica
830,193,2023-04-10,17,1097,0,bolhas_material
831,347,2023-04-11,11,1151,2,solda_fraca
832,147,2023-04-12,9,1130,6,falha_superficie
833,170,2023-04-13,3,951,4,furo_incompleto
834,33,2023-04-14,25,966,6,bolhas_material
835,60,2023-04-15,27,1136,7,solda_fraca
836,242,2023-04-16,3,977,7,bolhas_material
837,224,2023-04-17,20,1020,2,falha_eletrica
838,182,2023-04-18,2,1141,8,dimensao_fora
839,124,2023-04-19,29,996,6,solda_fraca
840,46,2023-04-20,26,955,7,cor_incorreta
841,306,2023-04-21,22,1018,3,falha_eletrica
842,247,2023-04-22,1,1053,2,falha_superficie
843,290,2023-04-23,23,1007,3,solda_fraca
844,267,2023-04-24,2,1152,1,empacotamento_inadequado
845,302,2023-04-25,18,1184,9,bolhas_material
846,249,2023-04-26,29,1006,4,bolhas_material
847,216,2023-04-27,22,1091,9,empacotamento_inadequado
848,236,2023-04-28,12,1105,6,furo_incompleto
849,75,2023-04-29,29,1005,6,bolhas_material
850,173,2023-04-30,7,1187,4,falha_eletrica
851,66,2023-05-01,29,1147,3,bolhas_material
852,61,2023-05-02,17,1142,4,cor_incorreta
853,219,2023-05-03,3,1026,0,empacotamento_inadequado
854,248,2023-05-04,16,977,6,dimensao_fora
855,301,2023-05-05,21,989,0,bolhas_material
856,276,2023-05-06,4,957,2,bolhas_material
857,301,2023-05-07,25,1125,3,furo_incompleto
858,166,2023-05-08,26,1171,2,furo_incompleto
859,334,2023-05-09,19,1066,2,empacotamento_inadequado
860,60,2023-05-10,3,1105,4,furo_incompleto
861,95,2023-05-11,9,1131,4,furo_incompleto
862,67,2023-05-12,5,1141,0,falha_superficie
863,187,2023-05-13,24,1067,8,dimensao_fora
864,201,2023-05-14,5,1120,0,empacotamento_inadequado
865,177,2023-05-15,22,1087,0,dimensao_fora
866,301,2023-05-16,26,953,0,dimensao_fora
867,199,2023-05-17,22,1152,6,furo_incompleto
868,292,2023-05-18,18,1011,4,cor_incorreta
869,225,2023-05-19,29,1100,8,dimensao_fora
870,298,2023-05-20,20,1050,5,dimensao_fora
871,295,2023-05-21,22,1015,6,cor_incorreta
872,344,2023-05-22,21,992,7,falha_superficie
873,201,2023-05-23,11,1157,2,falha_eletrica
874,261,2023-05-24,15,1078,7,bolhas_material
875,164,2023-05-25,22,965,2,cor_incorreta
876,135,2023-05-26,4,1019,4,solda_fraca
877,78,2023-05-27,12,957,5,falha_superficie
878,56,2023-05-28,17,984,2,falha_superficie
879,299,2023-05-29,10,1069,9,dimensao_fora
880,249,2023-05-30,20,1196,9,bolhas_material
881,82,2023-05-31,26,1117,8,falha_eletrica
882,285,2023-06-01,29,997,9,cor_incorreta
883,40,2023-06-02,1,1068,6,solda_fraca
884,198,2023-06-03,5,951,8,cor_incorreta
885,261,2023-06-04,2,1023,6,bolhas_material
886,39,2023-06-05,6,1196,3,falha_eletrica
887,291,2023-06-06,28,1107,5,dimensao_fora
888,239,2023-06-07,9,1104,0,falha_superficie
889,185,2023-06-08,9,985,6,empacotamento_inadequado
890,333,2023-06-09,28,978,9,cor_incorreta
891,320,2023-06-10,22,1121,1,bolhas_material
892,99,2023-06-11,19,1183,3,solda_fraca
893,48,2023-06-12,5,978,5,furo_incompleto
894,10,2023-06-13,16,1142,3,cor_incorreta
895,176,2023-06-14,16,1014,6,furo_incompleto
896,298,2023-06-15,19,1076,4,dimensao_fora
897,256,2023-06-16,6,1066,3,empacotamento_inadequado
898,73,2023-06-17,18,1071,1,falha_superficie
899,332,2023-06-18,19,1142,7,empacotamento_inadequado
900,239,2023-06-19,17,993,3,solda_fraca
901,283,2023-06-20,26,1028,1,solda_fraca
902,193,2023-06-21,1,1068,8,empacotamento_inadequado
903,275,2023-06-22,13,976,6,bolhas_material
904,110,2023-06-23,1,1160,5,dimensao_fora
905,169,2023-06-24,21,1080,2,dimensao_fora
906,98,2023-06-25,16,1184,2,falha_superficie
907,60,2023-06-26,15,1138,1,falha_superficie
908,188,2023-06-27,24,1037,7,cor_incorreta
909,81,2023-06-28,19,1058,6,furo_incompleto
910,297,2023-06-29,10,1138,9,falha_superficie
911,138,2023-06-30,15,1024,0,empacotamento_inadequado
912,198,2023-07-01,5,982,5,dimensao_fora
913,160,2023-07-02,10,1015,6,dimensao_fora
914,349,2023-07-03,3,995,2,bolhas_material
915,54,2023-07-04,12,970,2,falha_eletrica
916,253,2023-07-05,5,1006,1,empacotamento_inadequado
917,40,2023-07-06,20,1105,5,dimensao_fora
918,201,2023-07-07,7,1041,8,bolhas_material
919,347,2023-07-08,20,1019,9,cor_incorreta
920,63,2023-07-09,7,1085,0,cor_incorreta
921,12,2023-07-10,12,1021,7,solda_fraca
922,64,2023-07-11,9,1098,4,empacotamento_inadequado
923,87,2023-07-12,25,1064,4,furo_incompleto
924,52,2023-07-13,14,1051,6,dimensao_fora
925,171,2023-07-14,10,1047,7,dimensao_fora
926,276,2023-07-15,20,1106,7,dimensao_fora
927,201,2023-07-16,11,1011,8,bolhas_material
928,91,2023-07-17,23,1111,7,dimensao_fora
929,168,2023-07-18,9,1068,5,falha_eletrica
930,58,2023-07-19,18,1076,3,empacotamento_inadequado
931,248,2023-07-20,1,1034,8,cor_incorreta
932,340,2023-07-21,15,1087,0,solda_fraca
933,49,2023-07-22,16,1188,3,empacotamento_inadequado
934,13,2023-07-23,15,1044,5,empacotamento_inadequado
935,269,2023-07-24,19,1150,7,falha_superficie
936,128,2023-07-25,4,1045,4,cor_incorreta
937,267,2023-07-26,26,979,7,empacotamento_inadequado
938,303,2023-07-27,3,1152,7,solda_fraca
939,2,2023-07-28,9,993,1,bolhas_material
940,291,2023-07-29,1,1190,9,empacotamento_inadequado
941,142,2023-07-30,4,1008,5,falha_eletrica
942,287,2023-07-31,27,1120,0,empacotamento_inadequado
943,242,2023-08-01,24,1022,3,solda_fraca
944,343,2023-08-02,21,1039,4,falha_eletrica
945,159,2023-08-03,18,1178,1,bolhas_material
946,152,2023-08-04,23,988,2,falha_eletrica
947,324,2023-08-05,17,1170,7,falha_eletrica
948,71,2023-08-06,16,1033,7,bolhas_material
949,149,2023-08-07,18,1154,3,falha_superficie
950,288,2023-08-08,7,960,5,falha_superficie
951,287,2023-08-09,11,1028,5,dimensao_fora
952,37,2023-08-10,19,1170,0,falha_superficie
953,59,2023-08-11,22,1098,3,furo_incompleto
954,39,2023-08-12,9,1050,1,dimensao_fora
955,79,2023-08-13,29,1132,0,bolhas_material
956,156,2023-08-14,7,1133,3,bolhas_material
957,240,2023-08-15,16,1122,1,furo_incompleto
958,155,2023-08-16,17,1180,3,cor_incorreta
959,142,2023-08-17,12,1114,2,falha_eletrica
960,344,2023-08-18,14,1019,8,empacotamento_inadequado
961,121,2023-08-19,19,1158,4,falha_superficie
962,206,2023-08-20,14,1089,4,cor_incorreta
963,49,2023-08-21,3,1188,5,falha_eletrica
964,148,2023-08-22,26,1130,5,dimensao_fora
965,200,2023-08-23,12,1181,0,dimensao_fora
966,144,2023-08-24,10,1097,5,dimensao_fora
967,284,2023-08-25,18,1036,8,falha_superficie
968,71,2023-08-26,23,1147,5,falha_superficie
969,108,2023-08-27,12,1170,9,cor_incorreta
970,222,2023-08-28,17,1118,7,falha_superficie
971,141,2023-08-29,25,1009,4,dimensao_fora
972,266,2023-08-30,12,1147,1,falha_superficie
973,236,2023-08-31,25,977,0,falha_eletrica
974,104,2023-09-01,8,1122,0,bolhas_material
975,28,2023-09-02,19,991,4,falha_eletrica
976,299,2023-09-03,20,1067,1,solda_fraca
977,176,2023-09-04,21,959,7,dimensao_fora
978,128,2023-09-05,9,1110,9,bolhas_material
979,108,2023-09-06,6,1077,7,furo_incompleto
980,277,2023-09-07,16,1112,2,falha_superficie
981,345,2023-09-08,28,1077,8,solda_fraca
982,180,2023-09-09,29,1165,5,bolhas_material
983,271,2023-09-10,2,1064,7,dimensao_fora
984,335,2023-09-11,12,1085,4,solda_fraca
985,58,2023-09-12,23,1021,9,cor_incorreta
986,18,2023-09-13,24,1034,1,furo_incompleto
987,276,2023-09-14,3,961,2,furo_incompleto
988,122,2023-09-15,1,1020,5,bolhas_material
989,172,2023-09-16,5,1176,1,bolhas_material
990,168,2023-09-17,15,1045,6,furo_incompleto
991,49,2023-09-18,9,1056,9,cor_incorreta
992,69,2023-09-19,14,963,5,furo_incompleto
993,208,2023-09-20,29,1025,4,bolhas_material
994,270,2023-09-21,13,1091,3,empacotamento_inadequado
995,320,2023-09-22,13,1153,8,falha_eletrica
996,211,2023-09-23,21,1097,1,bolhas_material
997,296,2023-09-24,7,1013,6,falha_eletrica
998,222,2023-09-25,11,1016,6,furo_incompleto
999,329,2023-09-26,24,1104,4,solda_fraca
1000,252,2023-09-27,9,1190,4,furo_incompleto
1001,20,2023-09-28,11,967,6,solda_fraca
1002,8,2023-09-29,20,1052,4,solda_fraca
1003,43,2023-09-30,23,1145,4,cor_incorreta
1004,162,2023-10-01,8,1131,8,falha_eletrica
1005,112,2023-10-02,25,1161,1,cor_incorreta
1006,62,2023-10-03,21,1191,9,falha_eletrica
1007,311,2023-10-04,16,1190,2,cor_incorreta
1008,192,2023-10-05,6,1159,7,falha_superficie
1009,239,2023-10-06,10,1132,1,bolhas_material
1010,278,2023-10-07,26,1056,4,falha_eletrica
1011,159,2023-10-08,24,1039,8,dimensao_fora
1012,265,2023-10-09,17,1170,1,falha_eletrica
1013,335,2023-10-10,11,1142,9,solda_fraca
1014,245,2023-10-11,23,985,7,empacotamento_inadequado
1015,324,2023-10-12,10,980,3,dimensao_fora
1016,248,2023-10-13,18,1116,7,furo_incompleto
1017,190,2023-10-14,15,1199,0,dimensao_fora
1018,92,2023-10-15,12,1172,1,bolhas_material
1019,300,2023-10-16,4,1180,0,dimensao_fora
1020,255,2023-10-17,23,978,7,empacotamento_inadequado
1021,253,2023-10-18,7,1149,8,solda_fraca
1022,43,2023-10-19,7,1101,2,dimensao_fora
1023,101,2023-10-20,27,986,8,bolhas_material
1024,97,2023-10-21,28,989,9,dimensao_fora
1025,319,2023-10-22,22,982,6,falha_superficie
1026,210,2023-10-23,10,1080,4,furo_incompleto
1027,247,2023-10-24,21,1166,3,bolhas_material
1028,29,2023-10-25,15,1108,4,falha_eletrica
1029,121,2023-10-26,14,1054,1,empacotamento_inadequado
1030,145,2023-10-27,12,1133,0,furo_incompleto
1031,99,2023-10-28,5,1036,1,cor_incorreta
1032,264,2023-10-29,2,1162,7,cor_incorreta
1033,325,2023-10-30,20,980,5,bolhas_material
1034,153,2023-10-31,2,1023,3,cor_incorreta
1035,73,2023-11-01,12,1140,5,falha_superficie
1036,53,2023-11-02,4,1190,0,bolhas_material
1037,45,2023-11-03,3,995,3,empacotamento_inadequado
1038,33,2023-11-04,16,987,6,empacotamento_inadequado
1039,159,2023-11-05,18,953,3,furo_incompleto
1040,286,2023-11-06,16,1063,8,bolhas_material
1041,16,2023-11-07,8,1165,5,dimensao_fora
1042,288,2023-11-08,28,1100,2,falha_superficie
1043,161,2023-11-09,6,1164,8,falha_superficie
1044,277,2023-11-10,13,986,9,bolhas_material
1045,176,2023-11-11,3,1048,4,furo_incompleto
1046,256,2023-11-12,25,961,5,cor_incorreta
1047,277,2023-11-13,23,960,5,cor_incorreta
1048,21,2023-11-14,18,968,3,furo_incompleto
1049,167,2023-11-15,18,1164,2,falha_superficie
1050,325,2023-11-16,14,975,7,bolhas_material
1051,315,2023-11-17,5,1036,6,falha_eletrica
1052,168,2023-11-18,16,986,3,furo_incompleto
1053,239,2023-11-19,28,1063,9,dimensao_fora
1054,131,2023-11-20,25,1117,1,cor_incorreta
1055,183,2023-11-21,13,1026,4,cor_incorreta
1056,168,2023-11-22,23,971,6,furo_incompleto
1057,294,2023-11-23,13,1071,7,solda_fraca
1058,158,2023-11-24,10,957,1,falha_superficie
1059,171,2023-11-25,24,1170,6,empacotamento_inadequado
1060,222,2023-11-26,20,997,2,solda_fraca
1061,40,2023-11-27,12,1129,0,falha_superficie
1062,229,2023-11-28,13,1141,1,bolhas_material
1063,147,2023-11-29,25,1039,9,cor_incorreta
1064,328,2023-11-30,20,1152,8,furo_incompleto
1065,20,2023-12-01,5,1064,0,cor_incorreta
1066,86,2023-12-02,8,1011,8,solda_fraca
1067,339,2023-12-03,5,1132,5,empacotamento_inadequado
1068,338,2023-12-04,2,972,5,dimensao_fora
1069,281,2023-12-05,5,1113,7,dimensao_fora
1070,324,2023-12-06,8,1112,9,cor_incorreta
1071,188,2023-12-07,18,1067,6,furo_incompleto
1072,348,2023-12-08,21,1166,5,cor_incorreta
1073,325,2023-12-09,8,1126,9,falha_eletrica
1074,345,2023-12-10,21,1056,2,solda_fraca
1075,173,2023-12-11,29,1027,6,solda_fraca
1076,251,2023-12-12,26,1053,9,falha_eletrica
