id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
13540,Scanner AOI,0.92,0.9,0.97,0.95,116.79,152.0,0.94,0.96,2022-07-19 03:00:00
13541,Equipamento Solda por Onda,0.91,0.92,0.97,0.94,122.04,141.99,0.96,0.94,2022-07-19 04:00:00
13542,Simulador Ambiente,0.93,0.99,0.98,0.91,121.16,159.81,0.98,0.93,2022-07-19 05:00:00
13543,Scanner Linha Producao,0.97,0.93,0.96,0.97,113.87,139.11,0.93,0.96,2022-07-19 06:00:00
13544,Medidor Corrente,0.98,0.9,0.99,0.92,122.8,148.47,0.97,0.96,2022-07-19 07:00:00
13545,Equipamento Solda por Onda,0.98,0.98,0.96,0.88,102.67,148.52,0.97,0.95,2022-07-19 08:00:00
13546,Testador ICT,0.93,0.9,0.98,0.95,100.96,131.59,0.95,0.96,2022-07-19 09:00:00
13547,Equipamento Solda por Refusao,0.93,0.98,0.96,0.91,100.02,152.47,0.96,0.94,2022-07-19 10:00:00
13548,Equipamento Solda por Refusao,0.96,0.96,0.96,0.96,124.65,130.99,0.96,0.9,2022-07-19 11:00:00
13549,AOI Automatizado,0.93,0.93,0.98,0.94,116.79,159.36,0.98,0.9,2022-07-19 12:00:00
13550,Scanner AOI,0.99,0.92,0.99,0.95,126.77,146.0,0.98,0.91,2022-07-19 13:00:00
13551,Simulador Ambiente,0.99,0.91,0.97,0.89,125.36,127.04,0.98,0.92,2022-07-19 14:00:00
13552,Calibrador Robos,0.92,0.94,0.99,0.95,116.43,144.15,0.94,0.97,2022-07-19 15:00:00
13553,Equipamento Solda por Onda,0.99,0.95,0.98,0.94,120.84,139.37,0.95,0.93,2022-07-19 16:00:00
13554,Scanner Linha Producao,0.92,0.97,0.97,0.95,101.94,130.82,0.93,0.9,2022-07-19 17:00:00
13555,Equipamento Solda por Refusao,0.9,0.98,0.97,0.92,120.95,150.0,0.95,0.9,2022-07-19 18:00:00
13556,Medidor Corrente,0.95,0.98,0.99,0.95,127.12,134.43,0.96,0.91,2022-07-19 19:00:00
13557,Simulador Ambiente,0.91,0.95,0.96,0.89,119.59,129.04,0.99,0.95,2022-07-19 20:00:00
13558,Simulador Ambiente,0.94,0.97,0.96,0.94,127.89,158.71,0.95,0.96,2022-07-19 21:00:00
13559,Calibrador Robos,0.96,0.97,0.99,0.89,105.78,137.97,0.98,0.97,2022-07-19 22:00:00
13560,Scanner AOI,0.95,0.99,0.99,0.89,121.54,143.6,0.93,0.93,2022-07-19 23:00:00
13561,Calibrador Robos,0.94,0.91,0.97,0.97,116.89,158.36,0.93,0.93,2022-07-20 00:00:00
13562,Scanner Linha Producao,0.99,0.94,0.96,0.92,108.2,152.82,0.96,0.91,2022-07-20 01:00:00
13563,Testador ICT,0.97,0.94,0.99,0.96,116.6,149.31,0.94,0.93,2022-07-20 02:00:00
13564,Simulador Ambiente,0.98,0.96,0.96,0.89,123.72,154.32,0.93,0.96,2022-07-20 03:00:00
13565,Scanner AOI,0.91,0.92,0.99,0.94,112.88,157.69,0.96,0.91,2022-07-20 04:00:00
13566,Inspetor Visual Otico,0.92,0.94,0.95,0.94,104.79,154.12,0.98,0.95,2022-07-20 05:00:00
13567,Testador ICT,0.94,0.94,0.99,0.88,102.83,120.67,0.96,0.94,2022-07-20 06:00:00
13568,AOI Automatizado,0.92,0.98,0.97,0.96,110.16,159.54,0.97,0.96,2022-07-20 07:00:00
13569,Equipamento Solda por Onda,0.95,0.94,0.97,0.92,103.96,152.67,0.98,0.92,2022-07-20 08:00:00
13570,Scanner AOI,0.93,0.99,1.0,0.96,108.05,159.65,0.95,0.93,2022-07-20 09:00:00
13571,Calibrador Robos,0.97,0.95,0.97,0.94,108.43,152.88,0.99,0.92,2022-07-20 10:00:00
13572,Testador Circuito SMT,0.92,0.98,0.99,0.91,129.13,136.9,0.97,0.96,2022-07-20 11:00:00
13573,Scanner Linha Producao,0.9,0.91,1.0,0.89,107.49,145.18,0.98,0.91,2022-07-20 12:00:00
13574,Inspetor Visual Otico,0.94,0.91,0.98,0.96,119.98,148.71,0.95,0.92,2022-07-20 13:00:00
13575,Calibrador Robos,0.91,0.96,0.97,0.88,113.68,123.73,0.95,0.97,2022-07-20 14:00:00
13576,Equipamento Solda por Refusao,0.99,0.96,0.98,0.95,116.54,155.57,0.96,0.96,2022-07-20 15:00:00
13577,Inspetor Visual Otico,0.93,0.91,0.98,0.97,115.47,140.35,0.99,0.94,2022-07-20 16:00:00
13578,Medidor Corrente,0.94,0.92,0.97,0.89,123.96,148.91,0.97,0.93,2022-07-20 17:00:00
13579,Calibrador Robos,0.97,0.9,0.98,0.91,119.39,124.39,0.96,0.93,2022-07-20 18:00:00
13580,Testador ICT,0.92,0.91,0.97,0.95,127.66,122.36,0.99,0.92,2022-07-20 19:00:00
13581,Inspetor Visual Otico,0.91,0.95,0.98,0.89,120.67,143.98,0.96,0.9,2022-07-20 20:00:00
13582,Scanner Linha Producao,0.94,0.96,0.99,0.95,126.33,134.8,0.97,0.94,2022-07-20 21:00:00
13583,Scanner AOI,0.95,0.93,0.99,0.96,101.49,143.39,0.94,0.97,2022-07-20 22:00:00
13584,Testador Circuito SMT,0.98,0.99,0.99,0.94,126.55,149.87,0.95,0.94,2022-07-20 23:00:00
13585,Simulador Ambiente,0.91,0.9,1.0,0.92,100.1,130.56,0.97,0.95,2022-07-21 00:00:00
13586,Scanner AOI,0.95,0.98,0.98,0.93,104.9,126.35,0.98,0.96,2022-07-21 01:00:00
13587,AOI Automatizado,0.95,0.98,0.97,0.89,115.62,127.98,0.97,0.92,2022-07-21 02:00:00
13588,AOI Automatizado,0.91,0.92,0.95,0.92,111.8,122.75,0.96,0.94,2022-07-21 03:00:00
13589,Scanner AOI,0.96,0.94,0.96,0.93,102.95,131.71,0.99,0.96,2022-07-21 04:00:00
13590,Testador Circuito SMT,0.94,0.91,0.96,0.9,127.89,140.72,0.94,0.96,2022-07-21 05:00:00
13591,Scanner AOI,0.95,0.91,0.97,0.96,117.4,123.32,0.97,0.97,2022-07-21 06:00:00
13592,Testador Circuito SMT,0.94,0.91,0.96,0.89,103.11,149.41,0.97,0.93,2022-07-21 07:00:00
13593,Equipamento Solda por Onda,0.93,0.92,0.96,0.88,108.64,125.09,0.97,0.92,2022-07-21 08:00:00
13594,Inspetor Visual Otico,0.96,0.91,0.97,0.95,129.04,144.58,0.97,0.95,2022-07-21 09:00:00
13595,Equipamento Solda por Refusao,0.93,0.96,1.0,0.89,127.07,128.04,0.98,0.9,2022-07-21 10:00:00
13596,Scanner AOI,0.92,0.94,0.98,0.95,127.07,155.09,0.98,0.97,2022-07-21 11:00:00
13597,AOI Automatizado,0.98,0.93,1.0,0.91,102.86,129.19,0.98,0.97,2022-07-21 12:00:00
13598,Testador Circuito SMT,0.92,0.95,0.96,0.93,117.65,129.24,0.96,0.93,2022-07-21 13:00:00
13599,Inspetor Visual Otico,0.97,0.98,0.96,0.96,127.93,142.63,0.97,0.95,2022-07-21 14:00:00
13600,Medidor Corrente,0.99,0.97,0.97,0.94,127.74,156.99,0.99,0.91,2022-07-21 15:00:00
13601,Scanner AOI,0.93,0.91,0.95,0.91,108.46,144.76,0.96,0.93,2022-07-21 16:00:00
13602,Scanner AOI,0.95,0.94,1.0,0.92,108.35,159.86,0.97,0.96,2022-07-21 17:00:00
13603,AOI Automatizado,0.93,0.9,1.0,0.88,113.24,125.88,0.99,0.95,2022-07-21 18:00:00
13604,Medidor Corrente,0.96,0.92,0.96,0.91,102.45,152.2,0.97,0.94,2022-07-21 19:00:00
13605,Testador Circuito SMT,0.91,0.94,0.97,0.89,123.39,134.47,0.95,0.91,2022-07-21 20:00:00
13606,Scanner Linha Producao,0.98,0.92,0.99,0.94,105.54,144.34,0.96,0.92,2022-07-21 21:00:00
13607,AOI Automatizado,0.91,0.96,0.98,0.92,128.89,149.24,0.93,0.92,2022-07-21 22:00:00
13608,Simulador Ambiente,0.91,0.99,0.97,0.92,113.19,121.88,0.94,0.95,2022-07-21 23:00:00
13609,Medidor Corrente,0.96,0.91,0.96,0.89,111.91,137.71,0.94,0.96,2022-07-22 00:00:00
13610,Inspetor Visual Otico,0.96,0.93,0.98,0.93,112.67,149.92,0.93,0.91,2022-07-22 01:00:00
13611,Scanner AOI,0.98,0.96,0.98,0.93,100.1,137.95,0.93,0.96,2022-07-22 02:00:00
13612,Medidor Corrente,0.98,0.96,0.98,0.94,116.71,123.88,0.99,0.94,2022-07-22 03:00:00
13613,Testador Circuito SMT,0.95,0.98,0.96,0.95,124.22,131.85,0.99,0.92,2022-07-22 04:00:00
13614,Testador Circuito SMT,0.99,0.99,0.96,0.94,113.04,135.82,0.96,0.96,2022-07-22 05:00:00
13615,Scanner AOI,0.95,0.97,0.97,0.96,109.16,134.81,0.97,0.91,2022-07-22 06:00:00
13616,Inspetor Visual Otico,0.98,0.98,0.99,0.91,125.8,141.93,0.97,0.96,2022-07-22 07:00:00
13617,AOI Automatizado,0.98,0.96,1.0,0.95,129.32,132.09,0.96,0.96,2022-07-22 08:00:00
13618,Simulador Ambiente,0.92,0.93,0.96,0.93,115.69,139.46,0.95,0.93,2022-07-22 09:00:00
13619,Equipamento Solda por Refusao,0.99,0.94,0.99,0.89,116.85,152.11,0.94,0.9,2022-07-22 10:00:00
13620,AOI Automatizado,0.99,0.98,0.98,0.96,110.08,129.47,0.97,0.91,2022-07-22 11:00:00
13621,Scanner AOI,0.92,0.94,0.95,0.92,128.5,132.23,0.95,0.92,2022-07-22 12:00:00
13622,Testador Circuito SMT,0.92,0.98,0.96,0.95,100.24,145.04,0.94,0.95,2022-07-22 13:00:00
13623,Scanner AOI,0.95,0.95,0.97,0.89,113.86,145.42,0.96,0.95,2022-07-22 14:00:00
13624,Scanner AOI,0.94,0.99,0.98,0.92,115.48,155.81,0.94,0.93,2022-07-22 15:00:00
13625,Testador Circuito SMT,0.91,0.96,0.97,0.89,102.17,157.09,0.95,0.9,2022-07-22 16:00:00
13626,Simulador Ambiente,0.92,0.91,0.99,0.94,116.49,157.31,0.97,0.96,2022-07-22 17:00:00
13627,Scanner AOI,0.94,0.91,0.97,0.88,109.65,143.83,0.98,0.92,2022-07-22 18:00:00
13628,Medidor Corrente,0.94,0.9,1.0,0.9,114.78,156.96,0.94,0.96,2022-07-22 19:00:00
13629,Medidor Corrente,0.97,0.91,0.98,0.97,124.17,141.71,0.98,0.94,2022-07-22 20:00:00
13630,Equipamento Solda por Onda,0.96,0.91,0.98,0.94,124.73,124.15,0.94,0.91,2022-07-22 21:00:00
13631,Scanner AOI,0.97,0.97,0.99,0.94,109.7,156.09,0.98,0.97,2022-07-22 22:00:00
13632,Simulador Ambiente,0.95,0.95,0.98,0.91,119.16,122.81,0.94,0.91,2022-07-22 23:00:00
13633,Testador ICT,0.96,0.95,0.99,0.95,103.97,150.93,0.94,0.92,2022-07-23 00:00:00
13634,Inspetor Visual Otico,0.98,0.99,0.96,0.95,123.62,134.18,0.99,0.95,2022-07-23 01:00:00
13635,Scanner Linha Producao,0.93,0.95,0.99,0.9,118.93,134.15,0.96,0.97,2022-07-23 02:00:00
13636,Scanner Linha Producao,0.94,0.96,0.98,0.91,126.09,140.87,0.97,0.94,2022-07-23 03:00:00
13637,Equipamento Solda por Onda,0.96,0.98,1.0,0.89,124.38,148.35,0.98,0.91,2022-07-23 04:00:00
13638,Calibrador Robos,0.97,0.95,1.0,0.95,105.68,129.89,0.95,0.94,2022-07-23 05:00:00
13639,Equipamento Solda por Onda,0.97,0.98,0.98,0.89,114.88,159.7,0.99,0.95,2022-07-23 06:00:00
13640,Scanner AOI,0.91,0.98,0.99,0.9,105.06,129.56,0.96,0.97,2022-07-23 07:00:00
13641,Scanner AOI,0.97,0.97,1.0,0.92,120.2,130.24,0.95,0.92,2022-07-23 08:00:00
13642,Simulador Ambiente,0.93,0.91,0.96,0.92,100.71,142.21,0.98,0.91,2022-07-23 09:00:00
13643,AOI Automatizado,0.92,0.92,0.99,0.94,127.95,156.03,0.95,0.95,2022-07-23 10:00:00
13644,Scanner Linha Producao,0.97,0.97,0.98,0.95,120.24,140.95,0.95,0.95,2022-07-23 11:00:00
13645,Testador Circuito SMT,0.98,0.91,0.95,0.92,108.91,147.81,0.94,0.96,2022-07-23 12:00:00
13646,Scanner Linha Producao,0.9,0.9,0.95,0.94,120.42,122.64,0.93,0.96,2022-07-23 13:00:00
13647,Equipamento Solda por Refusao,0.99,0.95,0.99,0.94,112.57,135.11,0.98,0.91,2022-07-23 14:00:00
13648,Medidor Corrente,0.98,0.98,0.97,0.89,121.78,154.45,0.99,0.95,2022-07-23 15:00:00
13649,Testador ICT,0.96,0.9,0.99,0.95,101.29,155.55,0.94,0.94,2022-07-23 16:00:00
13650,Testador Circuito SMT,0.97,0.92,0.98,0.93,104.59,152.04,0.98,0.96,2022-07-23 17:00:00
13651,AOI Automatizado,0.9,0.93,0.95,0.88,118.84,149.7,0.96,0.96,2022-07-23 18:00:00
13652,Scanner Linha Producao,0.93,0.96,0.99,0.95,122.48,159.07,0.98,0.97,2022-07-23 19:00:00
13653,Testador Circuito SMT,0.96,0.92,0.98,0.94,116.01,145.54,0.95,0.97,2022-07-23 20:00:00
13654,Equipamento Solda por Onda,0.96,0.93,0.99,0.95,115.91,126.12,0.97,0.95,2022-07-23 21:00:00
13655,Medidor Corrente,0.91,0.96,0.99,0.92,105.73,144.06,0.93,0.96,2022-07-23 22:00:00
13656,Testador ICT,0.91,0.95,0.98,0.94,100.17,155.58,0.95,0.92,2022-07-23 23:00:00
13657,Scanner Linha Producao,0.93,0.93,0.97,0.92,112.28,126.47,0.93,0.93,2022-07-24 00:00:00
13658,AOI Automatizado,0.96,0.95,0.95,0.97,106.92,153.08,0.96,0.95,2022-07-24 01:00:00
13659,Testador Circuito SMT,0.97,0.92,0.96,0.88,121.3,120.79,0.95,0.94,2022-07-24 02:00:00
13660,Testador Circuito SMT,0.92,0.94,0.99,0.89,113.7,130.41,0.94,0.97,2022-07-24 03:00:00
13661,Testador Circuito SMT,0.95,0.96,0.96,0.97,105.46,146.97,0.98,0.95,2022-07-24 04:00:00
13662,Equipamento Solda por Refusao,0.93,0.98,0.96,0.94,105.71,136.33,0.96,0.97,2022-07-24 05:00:00
13663,Testador ICT,0.93,0.91,0.96,0.95,116.29,142.7,0.96,0.91,2022-07-24 06:00:00
13664,Scanner Linha Producao,0.97,0.96,0.97,0.89,100.22,124.55,0.97,0.93,2022-07-24 07:00:00
13665,Simulador Ambiente,0.92,0.97,0.99,0.9,110.49,158.77,0.95,0.93,2022-07-24 08:00:00
13666,Simulador Ambiente,0.99,0.97,0.99,0.91,122.21,145.82,0.97,0.9,2022-07-24 09:00:00
13667,Testador Circuito SMT,0.92,0.93,0.99,0.92,103.56,143.35,0.96,0.91,2022-07-24 10:00:00
13668,Simulador Ambiente,0.99,0.98,0.99,0.88,129.0,158.32,0.98,0.92,2022-07-24 11:00:00
13669,Simulador Ambiente,0.97,0.98,0.99,0.97,101.55,121.2,0.96,0.96,2022-07-24 12:00:00
13670,Testador Circuito SMT,0.97,0.92,0.97,0.96,119.86,152.58,0.96,0.93,2022-07-24 13:00:00
13671,Scanner AOI,0.98,0.94,0.98,0.88,101.04,131.22,0.95,0.91,2022-07-24 14:00:00
13672,Testador ICT,0.92,0.96,0.98,0.97,100.68,135.05,0.95,0.91,2022-07-24 15:00:00
13673,Medidor Corrente,0.92,0.94,1.0,0.95,127.1,143.07,0.96,0.91,2022-07-24 16:00:00
13674,Equipamento Solda por Onda,0.93,0.94,0.96,0.89,126.03,145.77,0.96,0.93,2022-07-24 17:00:00
13675,Testador ICT,0.96,0.97,0.98,0.88,128.25,122.65,0.97,0.96,2022-07-24 18:00:00
13676,Equipamento Solda por Refusao,0.91,0.97,0.99,0.9,113.93,123.9,0.97,0.93,2022-07-24 19:00:00
13677,Medidor Corrente,0.9,0.99,0.97,0.88,103.02,151.59,0.98,0.94,2022-07-24 20:00:00
13678,Simulador Ambiente,0.92,0.97,0.95,0.94,103.64,140.44,0.94,0.95,2022-07-24 21:00:00
13679,Equipamento Solda por Refusao,0.95,0.99,0.96,0.93,113.95,151.16,0.97,0.91,2022-07-24 22:00:00
13680,Testador ICT,0.98,0.91,0.99,0.97,128.3,128.53,0.94,0.95,2022-07-24 23:00:00
13681,Medidor Corrente,0.94,0.97,0.97,0.88,104.29,133.54,0.98,0.93,2022-07-25 00:00:00
13682,Medidor Corrente,0.97,0.94,0.99,0.97,109.18,123.64,0.94,0.95,2022-07-25 01:00:00
13683,AOI Automatizado,0.93,0.93,0.96,0.95,118.53,152.89,0.96,0.92,2022-07-25 02:00:00
13684,Testador ICT,0.95,0.97,0.99,0.91,107.83,125.5,0.94,0.95,2022-07-25 03:00:00
13685,Testador ICT,0.97,0.93,0.97,0.94,109.51,148.77,0.95,0.96,2022-07-25 04:00:00
13686,Inspetor Visual Otico,0.9,0.93,0.95,0.89,100.06,158.32,0.97,0.93,2022-07-25 05:00:00
13687,Testador ICT,0.96,0.93,0.96,0.93,101.3,123.1,0.95,0.91,2022-07-25 06:00:00
13688,Equipamento Solda por Onda,0.99,0.91,1.0,0.97,122.31,159.45,0.94,0.97,2022-07-25 07:00:00
13689,Scanner Linha Producao,0.96,0.93,0.97,0.92,126.99,153.23,0.95,0.96,2022-07-25 08:00:00
13690,Scanner AOI,0.92,0.97,0.99,0.93,108.39,121.34,0.95,0.91,2022-07-25 09:00:00
13691,AOI Automatizado,0.92,0.95,0.95,0.89,126.79,124.63,0.97,0.93,2022-07-25 10:00:00
13692,Scanner AOI,0.98,0.98,0.98,0.91,121.4,147.8,0.93,0.93,2022-07-25 11:00:00
13693,Inspetor Visual Otico,0.93,0.92,0.97,0.9,123.97,134.52,0.96,0.94,2022-07-25 12:00:00
13694,Scanner Linha Producao,0.94,0.92,0.97,0.88,122.81,127.37,0.94,0.94,2022-07-25 13:00:00
13695,Equipamento Solda por Onda,0.97,0.96,1.0,0.9,113.32,128.22,0.95,0.95,2022-07-25 14:00:00
13696,Scanner Linha Producao,0.99,0.92,0.99,0.91,128.7,131.22,0.96,0.92,2022-07-25 15:00:00
13697,Testador Circuito SMT,0.98,0.91,0.99,0.94,126.13,129.23,0.96,0.92,2022-07-25 16:00:00
13698,Scanner AOI,0.96,0.95,0.97,0.96,109.37,140.75,0.97,0.96,2022-07-25 17:00:00
13699,Simulador Ambiente,0.98,0.93,0.97,0.93,106.61,135.21,0.97,0.91,2022-07-25 18:00:00
13700,Simulador Ambiente,0.98,0.99,0.95,0.94,128.02,137.03,0.94,0.91,2022-07-25 19:00:00
13701,Calibrador Robos,0.93,0.96,1.0,0.93,105.74,139.5,0.97,0.94,2022-07-25 20:00:00
13702,Calibrador Robos,0.98,0.91,0.96,0.92,111.87,154.37,0.99,0.93,2022-07-25 21:00:00
13703,Medidor Corrente,0.96,0.97,0.98,0.94,118.12,136.43,0.97,0.94,2022-07-25 22:00:00
13704,Scanner AOI,0.96,0.95,0.96,0.94,113.52,138.2,0.97,0.94,2022-07-25 23:00:00
13705,Equipamento Solda por Onda,0.92,0.91,0.99,0.95,117.91,157.23,0.95,0.91,2022-07-26 00:00:00
13706,Testador Circuito SMT,0.96,0.91,0.98,0.89,111.57,122.79,0.98,0.94,2022-07-26 01:00:00
13707,Calibrador Robos,0.97,0.98,0.96,0.93,100.37,129.64,0.95,0.97,2022-07-26 02:00:00
13708,Inspetor Visual Otico,0.92,0.94,0.98,0.92,118.95,133.8,0.94,0.95,2022-07-26 03:00:00
13709,Equipamento Solda por Refusao,0.93,0.94,0.98,0.95,119.4,155.99,0.96,0.92,2022-07-26 04:00:00
13710,Simulador Ambiente,0.92,0.95,0.98,0.93,102.78,133.46,0.94,0.91,2022-07-26 05:00:00
13711,Equipamento Solda por Onda,0.98,0.95,0.98,0.91,128.8,134.44,0.98,0.95,2022-07-26 06:00:00
13712,Inspetor Visual Otico,0.93,0.93,0.96,0.95,111.82,122.88,0.96,0.95,2022-07-26 07:00:00
13713,AOI Automatizado,0.95,0.98,1.0,0.9,128.86,131.42,0.97,0.92,2022-07-26 08:00:00
13714,Testador ICT,0.94,0.96,0.96,0.97,129.79,137.72,0.94,0.9,2022-07-26 09:00:00
13715,Inspetor Visual Otico,0.93,0.98,1.0,0.92,125.65,131.34,0.99,0.95,2022-07-26 10:00:00
13716,Calibrador Robos,0.91,0.99,0.95,0.91,123.69,130.24,0.98,0.97,2022-07-26 11:00:00
13717,Inspetor Visual Otico,0.94,0.97,0.97,0.95,103.36,149.47,0.95,0.96,2022-07-26 12:00:00
13718,Medidor Corrente,0.92,0.94,1.0,0.9,117.42,134.37,0.97,0.92,2022-07-26 13:00:00
13719,Equipamento Solda por Onda,0.98,0.95,0.99,0.96,114.46,151.21,0.93,0.96,2022-07-26 14:00:00
13720,Equipamento Solda por Onda,0.92,0.92,1.0,0.9,120.49,129.79,0.97,0.97,2022-07-26 15:00:00
13721,Calibrador Robos,0.92,0.99,0.95,0.94,118.85,157.86,0.93,0.94,2022-07-26 16:00:00
13722,Calibrador Robos,0.94,0.98,0.98,0.88,129.24,136.34,0.94,0.92,2022-07-26 17:00:00
13723,Medidor Corrente,0.93,0.91,0.97,0.93,119.29,155.36,0.99,0.97,2022-07-26 18:00:00
13724,Testador ICT,0.95,0.98,0.98,0.93,118.49,141.62,0.99,0.96,2022-07-26 19:00:00
13725,Equipamento Solda por Onda,0.91,0.96,0.98,0.92,110.4,155.19,0.94,0.93,2022-07-26 20:00:00
13726,Equipamento Solda por Onda,0.95,0.97,0.99,0.96,103.94,158.64,0.95,0.93,2022-07-26 21:00:00
13727,Calibrador Robos,0.92,0.9,0.95,0.96,105.86,143.69,0.97,0.92,2022-07-26 22:00:00
13728,Simulador Ambiente,0.94,0.95,0.99,0.93,126.69,146.79,0.95,0.91,2022-07-26 23:00:00
13729,AOI Automatizado,0.99,0.96,0.99,0.9,116.89,123.44,0.95,0.95,2022-07-27 00:00:00
13730,Scanner Linha Producao,0.97,0.96,0.98,0.9,103.19,132.71,0.98,0.93,2022-07-27 01:00:00
13731,Equipamento Solda por Onda,0.9,0.91,0.97,0.94,111.71,157.69,0.93,0.92,2022-07-27 02:00:00
13732,Simulador Ambiente,0.98,0.9,0.96,0.9,103.22,157.02,0.99,0.96,2022-07-27 03:00:00
13733,AOI Automatizado,0.94,0.98,0.97,0.96,109.37,133.55,0.96,0.94,2022-07-27 04:00:00
13734,Scanner AOI,0.96,0.94,0.99,0.95,107.55,141.31,0.99,0.92,2022-07-27 05:00:00
13735,Medidor Corrente,0.93,0.91,0.99,0.89,125.31,152.91,0.97,0.94,2022-07-27 06:00:00
13736,Scanner Linha Producao,0.96,0.94,0.98,0.94,115.12,134.39,0.97,0.91,2022-07-27 07:00:00
13737,Inspetor Visual Otico,0.97,0.93,0.96,0.93,106.61,153.4,0.95,0.91,2022-07-27 08:00:00
13738,Simulador Ambiente,0.97,0.95,0.98,0.96,106.58,143.23,0.94,0.95,2022-07-27 09:00:00
13739,Testador Circuito SMT,0.91,0.93,0.97,0.94,106.02,131.72,0.94,0.94,2022-07-27 10:00:00
13740,Equipamento Solda por Onda,0.92,0.99,0.99,0.94,102.3,154.05,0.93,0.95,2022-07-27 11:00:00
13741,AOI Automatizado,0.91,0.93,0.97,0.9,100.97,131.97,0.94,0.95,2022-07-27 12:00:00
13742,Inspetor Visual Otico,0.98,0.9,1.0,0.96,119.56,159.72,0.96,0.96,2022-07-27 13:00:00
13743,Testador Circuito SMT,0.94,0.91,0.96,0.95,102.82,128.73,0.98,0.91,2022-07-27 14:00:00
13744,Equipamento Solda por Onda,0.95,0.94,0.98,0.97,101.51,144.65,0.95,0.93,2022-07-27 15:00:00
13745,Scanner Linha Producao,0.94,0.99,0.99,0.91,121.23,120.32,0.96,0.97,2022-07-27 16:00:00
13746,Scanner AOI,0.96,0.91,0.98,0.9,102.13,137.64,0.94,0.95,2022-07-27 17:00:00
13747,Simulador Ambiente,0.96,0.96,0.95,0.93,123.43,130.14,0.99,0.91,2022-07-27 18:00:00
13748,Scanner AOI,0.94,0.95,0.99,0.97,128.35,124.75,0.98,0.93,2022-07-27 19:00:00
13749,Equipamento Solda por Refusao,0.93,0.96,0.99,0.92,115.76,156.02,0.98,0.96,2022-07-27 20:00:00
13750,AOI Automatizado,0.98,0.93,0.99,0.89,125.09,147.07,0.97,0.96,2022-07-27 21:00:00
13751,Scanner Linha Producao,0.99,0.92,0.98,0.96,112.77,152.52,0.96,0.91,2022-07-27 22:00:00
13752,Equipamento Solda por Refusao,0.94,0.93,0.98,0.92,116.08,157.27,0.97,0.95,2022-07-27 23:00:00
13753,Equipamento Solda por Onda,0.99,0.96,0.97,0.96,117.84,129.77,0.99,0.92,2022-07-28 00:00:00
13754,Scanner AOI,0.99,0.91,0.99,0.92,115.96,142.11,0.94,0.9,2022-07-28 01:00:00
13755,Testador Circuito SMT,0.9,0.95,0.96,0.92,107.9,129.72,0.97,0.95,2022-07-28 02:00:00
13756,AOI Automatizado,0.91,0.94,0.97,0.91,117.2,147.53,0.95,0.91,2022-07-28 03:00:00
13757,Scanner AOI,0.92,0.96,0.96,0.94,128.61,121.6,0.95,0.97,2022-07-28 04:00:00
13758,Testador ICT,0.92,0.94,0.98,0.92,107.86,148.98,0.99,0.93,2022-07-28 05:00:00
13759,Testador Circuito SMT,0.91,0.95,0.98,0.89,122.86,124.66,0.97,0.94,2022-07-28 06:00:00
13760,Calibrador Robos,0.95,0.94,0.97,0.93,103.78,153.2,0.97,0.97,2022-07-28 07:00:00
13761,Scanner Linha Producao,0.96,0.94,0.98,0.95,104.86,140.45,0.97,0.96,2022-07-28 08:00:00
13762,Equipamento Solda por Refusao,0.96,0.98,0.99,0.91,107.52,142.59,0.96,0.92,2022-07-28 09:00:00
13763,Calibrador Robos,0.91,0.92,0.96,0.89,120.45,153.0,0.96,0.97,2022-07-28 10:00:00
13764,Testador ICT,0.97,0.95,0.99,0.91,104.79,154.03,0.98,0.92,2022-07-28 11:00:00
13765,Equipamento Solda por Onda,0.98,0.97,0.98,0.92,126.74,153.84,0.99,0.96,2022-07-28 12:00:00
13766,Testador ICT,0.96,0.92,0.97,0.91,104.7,121.38,0.95,0.91,2022-07-28 13:00:00
13767,Calibrador Robos,0.97,0.91,0.97,0.92,117.65,143.67,0.97,0.94,2022-07-28 14:00:00
13768,Equipamento Solda por Refusao,0.99,0.98,0.98,0.96,121.08,145.05,0.97,0.92,2022-07-28 15:00:00
13769,Simulador Ambiente,0.9,0.92,0.95,0.92,107.82,156.99,0.99,0.92,2022-07-28 16:00:00
13770,Calibrador Robos,0.95,0.95,0.99,0.89,119.0,130.16,0.93,0.95,2022-07-28 17:00:00
13771,AOI Automatizado,0.98,0.94,0.99,0.96,117.12,142.67,0.94,0.9,2022-07-28 18:00:00
13772,Scanner Linha Producao,0.95,0.96,0.99,0.95,104.77,143.29,0.93,0.92,2022-07-28 19:00:00
13773,AOI Automatizado,0.96,0.96,0.96,0.92,105.33,134.23,0.98,0.97,2022-07-28 20:00:00
13774,Medidor Corrente,0.97,0.98,0.97,0.89,121.64,124.6,0.95,0.96,2022-07-28 21:00:00
13775,Calibrador Robos,0.95,0.94,0.98,0.95,101.75,123.53,0.94,0.91,2022-07-28 22:00:00
13776,Calibrador Robos,0.95,0.97,0.96,0.89,111.97,137.4,0.97,0.93,2022-07-28 23:00:00
13777,Equipamento Solda por Refusao,0.94,0.91,0.97,0.95,116.88,126.15,0.98,0.96,2022-07-29 00:00:00
13778,Equipamento Solda por Refusao,0.93,0.96,1.0,0.89,105.73,124.62,0.99,0.93,2022-07-29 01:00:00
